PropertyRates,26617763.734375
PropertyRatesPENALTIES,412515.03125
ServiceCharges,60851130.171875
RentFaciliitesEquip,830154.296875
InterestEarnedEx,4813399.953125
InterestEarnedDe,4386067.4296875
DividendsRec,3218.9453125
Fines,896631.046875
LicencePermits,1598210.640625
AgencyServices,1521397.6953125
TransfersOperating,156021331.984375
TransfersCapital,79687733.4375
OtherRev,12720004.3984375
PPEdisposalGain,637402.2578125
RevenueForegone,1158932.609375
