PropertyRates,0
PropertyRatesPENALTIES,0
ServiceCharges,0
RentFaciliitesEquip,0
InterestEarnedEx,0
InterestEarnedDe,0
DividendsRec,0
Fines,0
LicencePermits,0
AgencyServices,0
TransfersOperating,0
TransfersCapital,0
OtherRev,0
PPEdisposalGain,0
RevenueForegone,0
