PropertyRates,205579156.459459
PropertyRatesPENALTIES,2793930.19594595
ServiceCharges,663385841.310811
RentFaciliitesEquip,11017413.7432432
InterestEarnedEx,11848984.3851351
InterestEarnedDe,13503998.9256757
DividendsRec,23982.6824324324
Fines,8659393.69594595
LicencePermits,2813273.00675676
AgencyServices,6533238.94594595
TransfersOperating,196606954.060811
TransfersCapital,95510343.3378378
OtherRev,86174038.1891892
PPEdisposalGain,1580462.86486487
