area,measure,period,value,source
ZA,unemployment,Jan-Mar 2008,23.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2008,22.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2008,22.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2008,21.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2009,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2009,23.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2009,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2009,24.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2010,25.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2010,25.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2010,25.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2010,23.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2011,24.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2011,25.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2011,25.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2011,23.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2012,25.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2012,24.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2012,25.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2012,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2013,25.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2013,25.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2013,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2013,24.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2014,25.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2014,25.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2014,25.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2014,24.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2015,26.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2015,25.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2015,25.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2015,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2016,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2016,26.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2016,27.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2016,26.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2017,27.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2017,27.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2017,27.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2017,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2018,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2018,27.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2018,27.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2018,27.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2019,27.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2019,29.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2019,29.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2019,29.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2020,30.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2020,23.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2020,30.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2020,32.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2021,32.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2021,34.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2021,34.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2021,35.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2022,34.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2022,33.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2022,32.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2022,32.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2023,32.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2023,32.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2023,31.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2023,32.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2024,32.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2024,33.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2024,32.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2024,31.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2025,32.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2025,33.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jul-Sep 2025,31.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Oct-Dec 2025,31.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Jan-Mar 2026,32.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA,unemployment,Apr-Jun 2026,33.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2008,17.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2008,18.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2008,18.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2008,16.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2009,18.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2009,20.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2009,22.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2009,21.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2010,20.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2010,21.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2010,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2010,21.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2011,21.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2011,21.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2011,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2011,21.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2012,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2012,22.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2012,24.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2012,23.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2013,23.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2013,23.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2013,23.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2013,21.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2014,20.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2014,23.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2014,23.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2014,22.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2015,21.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2015,21.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2015,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2015,19.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2016,20.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2016,22.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2016,21.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2016,20.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2017,21.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2017,20.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2017,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2017,19.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2018,19.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2018,20.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2018,20.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2018,19.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2019,19.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2019,20.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2019,21.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2019,20.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2020,20.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2020,16.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2020,21.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2020,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2021,23.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2021,25.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2021,26.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2021,28.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2022,25.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2022,27.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2022,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2022,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2023,21.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2023,20.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2023,20.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2023,20.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2024,21.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2024,22.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2024,19.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2024,19.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2025,19.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2025,21.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jul-Sep 2025,19.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Oct-Dec 2025,18.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Jan-Mar 2026,19.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
WC,unemployment,Apr-Jun 2026,19.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2015,23.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2015,22.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2015,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2015,20.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2016,21.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2016,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2016,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2016,23.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2017,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2017,22.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2017,23.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2017,21.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2018,22.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2018,21.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2018,21.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2018,21.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2019,21.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2019,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2019,22.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2019,22.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2020,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2020,18.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2020,23.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2020,26.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2021,26.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2021,27.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2021,27.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2022,27.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2022,30.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2022,26.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2022,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2023,23.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2023,22.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2023,23.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2023,22.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2024,23.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2024,23.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2024,22.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2024,22.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2025,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2025,23.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jul-Sep 2025,21.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Oct-Dec 2025,19.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Jan-Mar 2026,21.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
CPT,unemployment,Apr-Jun 2026,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2008,28.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2008,24.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2008,27.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2008,25.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2009,28.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2009,27.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2009,26.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2009,26.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2010,29.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2010,27.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2010,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2010,24.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2011,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2011,28.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
