area,measure,period,value,source
ZA:35-44,labour_force,Oct-Dec 2020,6558.9749482234165,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jan-Mar 2021,6646.042982350475,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Apr-Jun 2021,6674.450777246717,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jul-Sep 2021,6543.736596926946,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Oct-Dec 2021,6664.1194357974,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jan-Mar 2022,6708.7410329274135,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Apr-Jun 2022,6823.064428468461,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jul-Sep 2022,6901.187555015192,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Oct-Dec 2022,6925.81453225803,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jan-Mar 2023,6996.246487937008,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Apr-Jun 2023,7065.77599129778,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jul-Sep 2023,7182.207423303033,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Oct-Dec 2023,7195.9907586609015,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jan-Mar 2024,7224.987998496604,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Apr-Jun 2024,7250.766560573361,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jul-Sep 2024,7263.284968339543,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Oct-Dec 2024,7328.025016781567,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jan-Mar 2025,7269.3297363919955,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Apr-Jun 2025,7326.420605881914,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jul-Sep 2025,7250.321384158436,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Oct-Dec 2025,7293.9234866976585,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Jan-Mar 2026,7295.287891830461,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,labour_force,Apr-Jun 2026,7309.033714515266,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2008,794.9716694123282,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2008,773.044236127207,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2008,834.4054115301137,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2008,726.1492302210647,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2009,772.0458868876332,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2009,793.0040165082559,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2009,884.0808804206935,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2009,864.7472434102367,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2010,913.9235647485964,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2010,875.7651371520349,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2010,911.0141874686747,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2010,863.0143899332927,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2011,886.0384305192864,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2011,978.7827422792352,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2011,977.128944078821,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2011,922.1828746606135,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2012,978.9105674605678,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2012,985.3050639697204,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2012,1013.1698435581817,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2012,960.1548917857197,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2013,995.4306608662919,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2013,1055.669852456201,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2013,1066.1260391489595,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2013,1062.8588919277902,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2014,1083.3040090033787,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2014,1133.8561106004754,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2014,1089.6231983827763,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2014,1115.8786491120225,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2015,1211.327675237591,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2015,1144.2361135309166,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2015,1201.7199270879821,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2015,1159.289209987275,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2016,1237.509248234082,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2016,1308.4175373441674,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2016,1347.9002103113405,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2016,1359.8683582861681,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2017,1411.792570994789,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2017,1449.6279685860795,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2017,1478.3397285489032,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2017,1342.777953003232,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2018,1363.4273266145226,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2018,1389.9480982590676,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2018,1435.2695210780525,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2018,1448.9384909600863,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2019,1414.3742164938096,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2019,1544.6929669610836,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2019,1537.5664849086409,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2019,1538.3974429031869,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2020,1619.0170201560827,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2020,1076.4364746071035,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2020,1638.7291365594058,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2020,1799.0508667167746,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2021,1796.7051941413577,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2021,1960.1675800645153,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2021,1902.3600534565012,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2021,1998.9900290198539,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2022,1970.2361722499231,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2022,1976.731030602249,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2022,1927.6373023632918,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2022,1911.1586795856067,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2023,1949.0774082273615,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2023,1996.362414219798,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2023,2083.319228169535,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2023,1996.3649328574675,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2024,2047.3735285239343,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2024,2082.2131372888,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2024,1960.3910422799954,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2024,1994.40644079947,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2025,2021.874060934977,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2025,2104.0109300216686,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jul-Sep 2025,2016.5045105710929,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Oct-Dec 2025,1999.8265164876286,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Jan-Mar 2026,2087.6950024039766,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:35-44,unemployed,Apr-Jun 2026,2134.202312802279,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2008,3113.7018644530076,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2008,3133.3470536478308,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2008,3146.189044134579,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2008,3187.6348064783806,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2009,3225.5297541405307,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2009,3193.0634005773495,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2009,3137.628656435811,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2009,3168.2807269731575,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2010,3164.2771827844895,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2010,3203.5438663248415,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2010,3164.135125088244,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2010,3204.113713082417,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2011,3222.374068040556,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2011,3251.2597867770824,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2011,3310.652043382102,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2011,3285.7650496420783,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2012,3328.4873010374417,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2012,3336.899177034534,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2012,3353.879085943351,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2012,3334.700359738537,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2013,3388.021535702645,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2013,3404.8596508184546,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2013,3502.0886492025465,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2013,3473.650510599178,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2014,3506.3211843280455,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2014,3574.220640877239,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2014,3536.5584799940066,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2014,3563.665619312068,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2015,3645.651937952243,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2015,3626.2870302979663,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2015,3707.7521578109754,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2015,3784.290737233151,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2016,3811.234494768203,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2016,3820.3509313723084,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2016,3891.3538890579957,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2016,3902.1986515134895,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2017,4062.713614943555,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2017,4043.0423692176423,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2017,4089.5945854796237,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2017,4080.347634303375,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2018,4156.171805049886,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2018,4180.780908202244,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2018,4252.25263546411,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2018,4318.128344815813,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2019,4345.780561504192,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2019,4419.426252743043,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2019,4470.376039662483,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2019,4481.605365254898,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2020,4543.873739961184,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2020,3935.101838901672,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2020,4296.401428468483,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2020,4531.244061478007,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2021,4533.849982542176,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2021,4618.6942214657265,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2021,4527.999558605547,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2021,4626.836247913352,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2022,4651.807175732488,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2022,4778.201344921733,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2022,4809.263558574814,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2022,4827.293171309845,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2023,4867.585229307897,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2023,4941.42695036795,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2023,5005.051998151092,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2023,5011.926075403676,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2024,5061.921608122331,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2024,5127.240354873907,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2024,5122.243504295793,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2024,5223.735457244016,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2025,5217.207896099935,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2025,5241.228968690254,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jul-Sep 2025,5194.715986297268,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Oct-Dec 2025,5167.64287706378,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Jan-Mar 2026,5205.2514919760315,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,labour_force,Apr-Jun 2026,5311.252512708,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Jan-Mar 2008,345.31418315947786,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Apr-Jun 2008,322.9468633768966,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Jul-Sep 2008,304.6297818116925,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Oct-Dec 2008,318.22428960573336,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Jan-Mar 2009,323.12330163328403,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Apr-Jun 2009,355.5337509402031,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Jul-Sep 2009,391.5852638427578,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Oct-Dec 2009,357.0042281881418,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Jan-Mar 2010,394.4720916035922,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Apr-Jun 2010,417.5117801320194,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Jul-Sep 2010,411.488941845664,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ZA:45-54,unemployed,Oct-Dec 2010,381.40027925466075,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
