,mun_name,mun_code,label,total_amount,Province,Latitude,Longitude
2013,Khâi-Ma,NC067,fruitless,66000.0,Northern Cape,20.902977,20.902977
2013,Khâi-Ma,NC067,irregular,11072000.0,Northern Cape,20.902977,20.902977
2013,Khâi-Ma,NC067,unauthorised,5581000.0,Northern Cape,20.902977,20.902977
2013,Ubuntu,NC071,fruitless,0.0,Northern Cape,19.237649,19.237649
2013,Ubuntu,NC071,irregular,1895000.0,Northern Cape,19.237649,19.237649
2013,Ubuntu,NC071,unauthorised,0.0,Northern Cape,19.237649,19.237649
2013,Umsobomvu,NC072,fruitless,0.0,Northern Cape,23.1918021,23.1918021
2013,Umsobomvu,NC072,irregular,2903000.0,Northern Cape,23.1918021,23.1918021
2013,Umsobomvu,NC072,unauthorised,89960000.0,Northern Cape,23.1918021,23.1918021
2013,Emthanjeni,NC073,fruitless,799000.0,Northern Cape,24.9991464,24.9991464
2013,Emthanjeni,NC073,irregular,39350000.0,Northern Cape,24.9991464,24.9991464
2013,Emthanjeni,NC073,unauthorised,54230000.0,Northern Cape,24.9991464,24.9991464
2013,Kareeberg,NC074,fruitless,0.0,Northern Cape,24.0087533,24.0087533
2013,Kareeberg,NC074,irregular,1896000.0,Northern Cape,24.0087533,24.0087533
2013,Kareeberg,NC074,unauthorised,4880000.0,Northern Cape,24.0087533,24.0087533
2013,Renosterberg,NC075,fruitless,36200000.0,Northern Cape,22.047637,22.047637
2013,Renosterberg,NC075,irregular,48529000.0,Northern Cape,22.047637,22.047637
2013,Renosterberg,NC075,unauthorised,17367000.0,Northern Cape,22.047637,22.047637
2013,Thembelihle,NC076,fruitless,1614000.0,Northern Cape,24.3341432,24.3341432
2013,Thembelihle,NC076,irregular,51229000.0,Northern Cape,24.3341432,24.3341432
2013,Thembelihle,NC076,unauthorised,3305000.0,Northern Cape,24.3341432,24.3341432
2013,Siyathemba,NC077,fruitless,388000.0,Northern Cape,23.8584737,23.8584737
2013,Siyathemba,NC077,irregular,20192000.0,Northern Cape,23.8584737,23.8584737
2013,Siyathemba,NC077,unauthorised,19172000.0,Northern Cape,23.8584737,23.8584737
2013,Siyancuma,NC078,fruitless,595000.0,Northern Cape,22.5245093,22.5245093
2013,Siyancuma,NC078,irregular,8509000.0,Northern Cape,22.5245093,22.5245093
2013,Siyancuma,NC078,unauthorised,85548000.0,Northern Cape,22.5245093,22.5245093
2013,Mier,NC081,fruitless,381000.0,Northern Cape,23.4776098,23.4776098
2013,Mier,NC081,irregular,8085000.0,Northern Cape,23.4776098,23.4776098
2013,Mier,NC081,unauthorised,16437000.0,Northern Cape,23.4776098,23.4776098
2013,Kai !Garib,NC082,fruitless,0.0,Northern Cape,20.2832217,20.2832217
2013,Kai !Garib,NC082,irregular,3545000.0,Northern Cape,20.2832217,20.2832217
2013,Kai !Garib,NC082,unauthorised,5162000.0,Northern Cape,20.2832217,20.2832217
2013,//Khara Hais,NC083,fruitless,0.0,Northern Cape,20.9759699,20.9759699
2013,//Khara Hais,NC083,irregular,31480000.0,Northern Cape,20.9759699,20.9759699
2013,//Khara Hais,NC083,unauthorised,11265000.0,Northern Cape,20.9759699,20.9759699
2013,!Kheis,NC084,fruitless,473000.0,Northern Cape,21.242665,21.242665
2013,!Kheis,NC084,irregular,1747000.0,Northern Cape,21.242665,21.242665
2013,!Kheis,NC084,unauthorised,0.0,Northern Cape,21.242665,21.242665
2013,Tsantsabane,NC085,fruitless,32537000.0,Northern Cape,21.6660725,21.6660725
2013,Tsantsabane,NC085,irregular,1363000.0,Northern Cape,21.6660725,21.6660725
2013,Tsantsabane,NC085,unauthorised,60056000.0,Northern Cape,21.6660725,21.6660725
2013,Kgatelopele,NC086,fruitless,403000.0,Northern Cape,23.1918021,23.1918021
2013,Kgatelopele,NC086,irregular,13060000.0,Northern Cape,23.1918021,23.1918021
2013,Kgatelopele,NC086,unauthorised,19451000.0,Northern Cape,23.1918021,23.1918021
2013,Sol Plaatjie,NC091,fruitless,999000.0,Northern Cape,23.6680747,23.6680747
2013,Sol Plaatjie,NC091,irregular,14143000.0,Northern Cape,23.6680747,23.6680747
2013,Sol Plaatjie,NC091,unauthorised,0.0,Northern Cape,23.6680747,23.6680747
2013,Dikgatlong,NC092,fruitless,75000.0,Northern Cape,24.6667939,24.6667939
2013,Dikgatlong,NC092,irregular,0.0,Northern Cape,24.6667939,24.6667939
2013,Dikgatlong,NC092,unauthorised,0.0,Northern Cape,24.6667939,24.6667939
2013,Magareng,NC093,fruitless,565000.0,Northern Cape,24.5197,24.5197
2013,Magareng,NC093,irregular,2257000.0,Northern Cape,24.5197,24.5197
2013,Magareng,NC093,unauthorised,1474000.0,Northern Cape,24.5197,24.5197
2013,Phokwane,NC094,fruitless,210000.0,Northern Cape,24.7617836,24.7617836
2013,Phokwane,NC094,irregular,892000.0,Northern Cape,24.7617836,24.7617836
2013,Phokwane,NC094,unauthorised,14134000.0,Northern Cape,24.7617836,24.7617836
2013,Joe Morolong,NC451,fruitless,372000.0,Northern Cape,24.7617836,24.7617836
2013,Joe Morolong,NC451,irregular,8336000.0,Northern Cape,24.7617836,24.7617836
2013,Joe Morolong,NC451,unauthorised,54618000.0,Northern Cape,24.7617836,24.7617836
2013,Ga-Segonyana,NC452,fruitless,109000.0,Northern Cape,23.287085,23.287085
2013,Ga-Segonyana,NC452,irregular,0.0,Northern Cape,23.287085,23.287085
2013,Ga-Segonyana,NC452,unauthorised,16054000.0,Northern Cape,23.287085,23.287085
2013,Gamagara,NC453,fruitless,93000.0,Northern Cape,23.4776098,23.4776098
2013,Gamagara,NC453,irregular,36368000.0,Northern Cape,23.4776098,23.4776098
2013,Gamagara,NC453,unauthorised,13247000.0,Northern Cape,23.4776098,23.4776098
2013,Nelson Mandela Bay,NMA,fruitless,2619000.0,Northern Cape,23.0488541,23.0488541
2013,Nelson Mandela Bay,NMA,irregular,198164000.0,Northern Cape,23.0488541,23.0488541
2013,Nelson Mandela Bay,NMA,unauthorised,270778000.0,Northern Cape,23.0488541,23.0488541
2013,Moretele,NW371,fruitless,6231000.0,Eastern Cape,25.5681084,25.5681084
2013,Moretele,NW371,irregular,34355000.0,Eastern Cape,25.5681084,25.5681084
2013,Moretele,NW371,unauthorised,325000.0,Eastern Cape,25.5681084,25.5681084
2013,Local Municipality of Madibeng,NW372,fruitless,169000.0,North West,27.9717606,27.9717606
2013,Local Municipality of Madibeng,NW372,irregular,2669000.0,North West,27.9717606,27.9717606
2013,Local Municipality of Madibeng,NW372,unauthorised,0.0,North West,27.9717606,27.9717606
2013,Rustenburg,NW373,fruitless,0.0,North West,27.8311428,27.8311428
2013,Rustenburg,NW373,irregular,70493000.0,North West,27.8311428,27.8311428
2013,Rustenburg,NW373,unauthorised,348567000.0,North West,27.8311428,27.8311428
2013,Kgetlengrivier,NW374,fruitless,755000.0,North West,27.2676116,27.2676116
2013,Kgetlengrivier,NW374,irregular,7169000.0,North West,27.2676116,27.2676116
2013,Kgetlengrivier,NW374,unauthorised,17279000.0,North West,27.2676116,27.2676116
2013,Moses Kotane,NW375,fruitless,7077000.0,North West,26.8910342,26.8910342
2013,Moses Kotane,NW375,irregular,204555000.0,North West,26.8910342,26.8910342
2013,Moses Kotane,NW375,unauthorised,17287000.0,North West,26.8910342,26.8910342
2013,Ratlou,NW381,fruitless,7744000.0,North West,26.8910342,26.8910342
2013,Ratlou,NW381,irregular,9932000.0,North West,26.8910342,26.8910342
2013,Ratlou,NW381,unauthorised,0.0,North West,26.8910342,26.8910342
2013,Tswaing,NW382,fruitless,1465000.0,North West,24.9991464,24.9991464
2013,Tswaing,NW382,irregular,36314000.0,North West,24.9991464,24.9991464
2013,Tswaing,NW382,unauthorised,11234000.0,North West,24.9991464,24.9991464
2013,Mafikeng,NW383,fruitless,4526000.0,North West,25.7575196,25.7575196
2013,Mafikeng,NW383,irregular,93588000.0,North West,25.7575196,25.7575196
2013,Mafikeng,NW383,unauthorised,111809000.0,North West,25.7575196,25.7575196
2013,Ditsobotla,NW384,fruitless,3754000.0,North West,25.5681084,25.5681084
2013,Ditsobotla,NW384,irregular,0.0,North West,25.5681084,25.5681084
2013,Ditsobotla,NW384,unauthorised,0.0,North West,25.5681084,25.5681084
2013,Ramotshere Moiloa,NW385,fruitless,923000.0,North West,26.1359431,26.1359431
2013,Ramotshere Moiloa,NW385,irregular,1305000.0,North West,26.1359431,26.1359431
2013,Ramotshere Moiloa,NW385,unauthorised,0.0,North West,26.1359431,26.1359431
2013,Naledi,NW392,fruitless,59243000.0,North West,26.10005,26.10005
2013,Naledi,NW392,irregular,14359000.0,North West,26.10005,26.10005
2013,Naledi,NW392,unauthorised,117062000.0,North West,26.10005,26.10005
2013,Mamusa,NW393,fruitless,944000.0,North West,24.7142918,24.7142918
2013,Mamusa,NW393,irregular,21949000.0,North West,24.7142918,24.7142918
2013,Mamusa,NW393,unauthorised,78415000.0,North West,24.7142918,24.7142918
2013,Greater Taung,NW394,fruitless,0.0,North West,25.3785719,25.3785719
2013,Greater Taung,NW394,irregular,39459000.0,North West,25.3785719,25.3785719
2013,Greater Taung,NW394,unauthorised,0.0,North West,25.3785719,25.3785719
2013,Lekwa-Teemane,NW396,fruitless,2621000.0,North West,24.2390498,24.2390498
2013,Lekwa-Teemane,NW396,irregular,0.0,North West,24.2390498,24.2390498
2013,Lekwa-Teemane,NW396,unauthorised,0.0,North West,24.2390498,24.2390498
2013,Kagisano/Molopo,NW397,fruitless,0.0,North West,25.3785719,25.3785719
2013,Kagisano/Molopo,NW397,irregular,0.0,North West,25.3785719,25.3785719
2013,Kagisano/Molopo,NW397,unauthorised,0.0,North West,25.3785719,25.3785719
2013,Ventersdorp,NW401,fruitless,12341000.0,North West,23.9536466,23.9536466
2013,Ventersdorp,NW401,irregular,71199000.0,North West,23.9536466,23.9536466
2013,Ventersdorp,NW401,unauthorised,17042000.0,North West,23.9536466,23.9536466
2013,Tlokwe City Council,NW402,fruitless,1441000.0,North West,26.8910342,26.8910342
2013,Tlokwe City Council,NW402,irregular,363449000.0,North West,26.8910342,26.8910342
2013,Tlokwe City Council,NW402,unauthorised,235248000.0,North West,26.8910342,26.8910342
2013,City of Matlosana,NW403,fruitless,31045000.0,North West,27.096925,27.096925
2013,City of Matlosana,NW403,irregular,397771000.0,North West,27.096925,27.096925
2013,City of Matlosana,NW403,unauthorised,844562000.0,North West,27.096925,27.096925
2013,Maquassi Hills,NW404,fruitless,20918000.0,North West,26.5137964,26.5137964
2013,Maquassi Hills,NW404,irregular,3236000.0,North West,26.5137964,26.5137964
2013,Maquassi Hills,NW404,unauthorised,34424000.0,North West,26.5137964,26.5137964
2013,City of Tshwane,TSH,fruitless,6678000.0,North West,26.1359431,26.1359431
2013,City of Tshwane,TSH,irregular,28848000.0,North West,26.1359431,26.1359431
2013,City of Tshwane,TSH,unauthorised,598395000.0,North West,26.1359431,26.1359431
2013,Matzikama,WC011,fruitless,613000.0,Gauteng,28.3929417,28.3929417
2013,Matzikama,WC011,irregular,39082000.0,Gauteng,28.3929417,28.3929417
2013,Matzikama,WC011,unauthorised,74600000.0,Gauteng,28.3929417,28.3929417
2013,Cederberg,WC012,fruitless,286000.0,Western Cape,18.5225709,18.5225709
2013,Cederberg,WC012,irregular,1930000.0,Western Cape,18.5225709,18.5225709
2013,Cederberg,WC012,unauthorised,4608000.0,Western Cape,18.5225709,18.5225709
2013,Bergrivier,WC013,fruitless,0.0,Western Cape,19.0118251,19.0118251
2013,Bergrivier,WC013,irregular,616000.0,Western Cape,19.0118251,19.0118251
2013,Bergrivier,WC013,unauthorised,1356000.0,Western Cape,19.0118251,19.0118251
2013,Saldanha Bay,WC014,fruitless,187000.0,Western Cape,18.7125791,18.7125791
2013,Saldanha Bay,WC014,irregular,28585000.0,Western Cape,18.7125791,18.7125791
2013,Saldanha Bay,WC014,unauthorised,0.0,Western Cape,18.7125791,18.7125791
2013,Swartland,WC015,fruitless,12188000.0,Western Cape,18.1903059,18.1903059
2013,Swartland,WC015,irregular,0.0,Western Cape,18.1903059,18.1903059
2013,Swartland,WC015,unauthorised,7724000.0,Western Cape,18.1903059,18.1903059
2013,Witzenberg,WC022,fruitless,0.0,Western Cape,18.6624903,18.6624903
2013,Witzenberg,WC022,irregular,431000.0,Western Cape,18.6624903,18.6624903
2013,Witzenberg,WC022,unauthorised,0.0,Western Cape,18.6624903,18.6624903
2013,Drakenstein,WC023,fruitless,66000.0,Western Cape,19.2831531,19.2831531
2013,Drakenstein,WC023,irregular,5833000.0,Western Cape,19.2831531,19.2831531
2013,Drakenstein,WC023,unauthorised,2024000.0,Western Cape,19.2831531,19.2831531
2013,Stellenbosch,WC024,fruitless,0.0,Western Cape,19.04532,19.04532
2013,Stellenbosch,WC024,irregular,12984000.0,Western Cape,19.04532,19.04532
2013,Stellenbosch,WC024,unauthorised,43477000.0,Western Cape,19.04532,19.04532
2013,Breede Valley,WC025,fruitless,0.0,Western Cape,18.9502232,18.9502232
2013,Breede Valley,WC025,irregular,45000.0,Western Cape,18.9502232,18.9502232
2013,Breede Valley,WC025,unauthorised,0.0,Western Cape,18.9502232,18.9502232
2013,Langeberg,WC026,fruitless,0.0,Western Cape,19.4735066,19.4735066
2013,Langeberg,WC026,irregular,0.0,Western Cape,19.4735066,19.4735066
2013,Langeberg,WC026,unauthorised,0.0,Western Cape,19.4735066,19.4735066
2013,Theewaterskloof,WC031,fruitless,0.0,Western Cape,27.812138,27.812138
2013,Theewaterskloof,WC031,irregular,775000.0,Western Cape,27.812138,27.812138
2013,Theewaterskloof,WC031,unauthorised,97110000.0,Western Cape,27.812138,27.812138
2013,Overstrand,WC032,fruitless,176000.0,Western Cape,19.4252453,19.4252453
2013,Overstrand,WC032,irregular,30179000.0,Western Cape,19.4252453,19.4252453
2013,Overstrand,WC032,unauthorised,0.0,Western Cape,19.4252453,19.4252453
2013,Cape Agulhas,WC033,fruitless,0.0,Western Cape,19.4259114,19.4259114
2013,Cape Agulhas,WC033,irregular,0.0,Western Cape,19.4259114,19.4259114
2013,Cape Agulhas,WC033,unauthorised,26375000.0,Western Cape,19.4259114,19.4259114
2013,Swellendam,WC034,fruitless,314000.0,Western Cape,20.0449662,20.0449662
2013,Swellendam,WC034,irregular,1958000.0,Western Cape,20.0449662,20.0449662
2013,Swellendam,WC034,unauthorised,10352000.0,Western Cape,20.0449662,20.0449662
2013,Kannaland,WC041,fruitless,3649000.0,Western Cape,20.7185132,20.7185132
2013,Kannaland,WC041,irregular,1966000.0,Western Cape,20.7185132,20.7185132
2013,Kannaland,WC041,unauthorised,53354000.0,Western Cape,20.7185132,20.7185132
2013,Hessequa,WC042,fruitless,1337000.0,Western Cape,21.3798928,21.3798928
2013,Hessequa,WC042,irregular,837000.0,Western Cape,21.3798928,21.3798928
2013,Hessequa,WC042,unauthorised,9914000.0,Western Cape,21.3798928,21.3798928
2013,Mossel Bay,WC043,fruitless,0.0,Western Cape,21.1891151,21.1891151
2013,Mossel Bay,WC043,irregular,0.0,Western Cape,21.1891151,21.1891151
2013,Mossel Bay,WC043,unauthorised,132304000.0,Western Cape,21.1891151,21.1891151
2013,George,WC044,fruitless,11050000.0,Western Cape,21.9045541,21.9045541
2013,George,WC044,irregular,0.0,Western Cape,21.9045541,21.9045541
2013,George,WC044,unauthorised,20468000.0,Western Cape,21.9045541,21.9045541
2013,Oudtshoorn,WC045,fruitless,9161000.0,Western Cape,22.4768287,22.4768287
2013,Oudtshoorn,WC045,irregular,2896000.0,Western Cape,22.4768287,22.4768287
2013,Oudtshoorn,WC045,unauthorised,42058000.0,Western Cape,22.4768287,22.4768287
2013,Bitou,WC047,fruitless,944000.0,Western Cape,22.1430215,22.1430215
2013,Bitou,WC047,irregular,42039000.0,Western Cape,22.1430215,22.1430215
2013,Bitou,WC047,unauthorised,26917000.0,Western Cape,22.1430215,22.1430215
2013,Knysna,WC048,fruitless,408221000.0,Western Cape,23.429984,23.429984
2013,Knysna,WC048,irregular,6360000.0,Western Cape,23.429984,23.429984
2013,Knysna,WC048,unauthorised,15066000.0,Western Cape,23.429984,23.429984
2013,Laingsburg,WC051,fruitless,610000.0,Western Cape,23.049842,23.049842
2013,Laingsburg,WC051,irregular,7709000.0,Western Cape,23.049842,23.049842
2013,Laingsburg,WC051,unauthorised,12227000.0,Western Cape,23.049842,23.049842
2013,Prince Albert,WC052,fruitless,801000.0,Western Cape,20.902977,20.902977
2013,Prince Albert,WC052,irregular,0.0,Western Cape,20.902977,20.902977
2013,Prince Albert,WC052,unauthorised,6240000.0,Western Cape,20.902977,20.902977
2013,Beaufort West,WC053,fruitless,0.0,Western Cape,22.047637,22.047637
2013,Beaufort West,WC053,irregular,0.0,Western Cape,22.047637,22.047637
2013,Beaufort West,WC053,unauthorised,14394000.0,Western Cape,22.047637,22.047637
2014,Buffalo City,BUF,fruitless,4663023.0,Western Cape,22.8105512,22.8105512
2014,Buffalo City,BUF,irregular,409296000.0,Western Cape,22.8105512,22.8105512
2014,Buffalo City,BUF,unauthorised,186767984.0,Western Cape,22.8105512,22.8105512
2014,City of Cape Town,CPT,fruitless,294000.0,Eastern Cape,27.6434844,27.6434844
2014,City of Cape Town,CPT,irregular,45000.0,Eastern Cape,27.6434844,27.6434844
2014,City of Cape Town,CPT,unauthorised,0.0,Eastern Cape,27.6434844,27.6434844
2014,West Coast,DC1,fruitless,0.0,Western Cape,18.4680927,18.4680927
2014,West Coast,DC1,irregular,0.0,Western Cape,18.4680927,18.4680927
2014,West Coast,DC1,unauthorised,0.0,Western Cape,18.4680927,18.4680927
2014,Cacadu,DC10,fruitless,0.0,Western Cape,18.6175626,18.6175626
2014,Cacadu,DC10,irregular,12084000.0,Western Cape,18.6175626,18.6175626
2014,Cacadu,DC10,unauthorised,0.0,Western Cape,18.6175626,18.6175626
2014,Amathole,DC12,fruitless,436128.0,Eastern Cape,25.6223644,25.6223644
2014,Amathole,DC12,irregular,615000.0,Eastern Cape,25.6223644,25.6223644
2014,Amathole,DC12,unauthorised,11097.0,Eastern Cape,25.6223644,25.6223644
2014,Chris Hani,DC13,fruitless,125135.0,Eastern Cape,27.3616476,27.3616476
2014,Chris Hani,DC13,irregular,133652851.0,Eastern Cape,27.3616476,27.3616476
2014,Chris Hani,DC13,unauthorised,14455293.0,Eastern Cape,27.3616476,27.3616476
2014,Joe Gqabi,DC14,fruitless,503166.0,Eastern Cape,26.7967849,26.7967849
2014,Joe Gqabi,DC14,irregular,364001.0,Eastern Cape,26.7967849,26.7967849
2014,Joe Gqabi,DC14,unauthorised,0.0,Eastern Cape,26.7967849,26.7967849
2014,O.R.Tambo,DC15,fruitless,2343214.0,Eastern Cape,26.9852422,26.9852422
2014,O.R.Tambo,DC15,irregular,178852989.0,Eastern Cape,26.9852422,26.9852422
2014,O.R.Tambo,DC15,unauthorised,5090656.0,Eastern Cape,26.9852422,26.9852422
2014,Xhariep,DC16,fruitless,22330.0,Eastern Cape,29.2320784,29.2320784
2014,Xhariep,DC16,irregular,8364073.0,Eastern Cape,29.2320784,29.2320784
2014,Xhariep,DC16,unauthorised,2377362.0,Eastern Cape,29.2320784,29.2320784
2014,Lejweleputswa,DC18,fruitless,0.0,Free State,25.2837585,25.2837585
2014,Lejweleputswa,DC18,irregular,5210811.0,Free State,25.2837585,25.2837585
2014,Lejweleputswa,DC18,unauthorised,0.0,Free State,25.2837585,25.2837585
2014,Thabo Mofutsanyane,DC19,fruitless,524269.0,Free State,26.2304616,26.2304616
2014,Thabo Mofutsanyane,DC19,irregular,0.0,Free State,26.2304616,26.2304616
2014,Thabo Mofutsanyane,DC19,unauthorised,0.0,Free State,26.2304616,26.2304616
2014,Cape Winelands,DC2,fruitless,0.0,Free State,28.299435,28.299435
2014,Cape Winelands,DC2,irregular,168227.0,Free State,28.299435,28.299435
2014,Cape Winelands,DC2,unauthorised,0.0,Free State,28.299435,28.299435
2014,Fezile Dabi,DC20,fruitless,20191.0,Western Cape,19.7591675,19.7591675
2014,Fezile Dabi,DC20,irregular,4432849.0,Western Cape,19.7591675,19.7591675
2014,Fezile Dabi,DC20,unauthorised,0.0,Western Cape,19.7591675,19.7591675
2014,Ugu,DC21,fruitless,661744.0,Free State,27.7373373,27.7373373
2014,Ugu,DC21,irregular,107343607.0,Free State,27.7373373,27.7373373
2014,Ugu,DC21,unauthorised,40075617.0,Free State,27.7373373,27.7373373
2014,Umgungundlovu,DC22,fruitless,172126.0,KwaZulu-Natal,30.2512728,30.2512728
2014,Umgungundlovu,DC22,irregular,0.0,KwaZulu-Natal,30.2512728,30.2512728
2014,Umgungundlovu,DC22,unauthorised,0.0,KwaZulu-Natal,30.2512728,30.2512728
2014,Uthukela,DC23,fruitless,830816.0,KwaZulu-Natal,30.3435506,30.3435506
2014,Uthukela,DC23,irregular,107032657.0,KwaZulu-Natal,30.3435506,30.3435506
2014,Uthukela,DC23,unauthorised,9983109.0,KwaZulu-Natal,30.3435506,30.3435506
2014,Umzinyathi,DC24,fruitless,269169.0,KwaZulu-Natal,29.6035495,29.6035495
2014,Umzinyathi,DC24,irregular,108794863.0,KwaZulu-Natal,29.6035495,29.6035495
2014,Umzinyathi,DC24,unauthorised,0.0,KwaZulu-Natal,29.6035495,29.6035495
2014,Amajuba,DC25,fruitless,290417.0,KwaZulu-Natal,30.6199895,30.6199895
2014,Amajuba,DC25,irregular,5807054.0,KwaZulu-Natal,30.6199895,30.6199895
2014,Amajuba,DC25,unauthorised,470180522.0,KwaZulu-Natal,30.6199895,30.6199895
2014,Zululand,DC26,fruitless,78205.0,KwaZulu-Natal,30.0665236,30.0665236
2014,Zululand,DC26,irregular,88750.0,KwaZulu-Natal,30.0665236,30.0665236
2014,Zululand,DC26,unauthorised,0.0,KwaZulu-Natal,30.0665236,30.0665236
2014,Umkhanyakude,DC27,fruitless,601509.0,KwaZulu-Natal,31.4456179,31.4456179
2014,Umkhanyakude,DC27,irregular,556235737.0,KwaZulu-Natal,31.4456179,31.4456179
2014,Umkhanyakude,DC27,unauthorised,32546333.0,KwaZulu-Natal,31.4456179,31.4456179
2014,Uthungulu,DC28,fruitless,0.0,KwaZulu-Natal,32.5372741,32.5372741
2014,Uthungulu,DC28,irregular,0.0,KwaZulu-Natal,32.5372741,32.5372741
2014,Uthungulu,DC28,unauthorised,0.0,KwaZulu-Natal,32.5372741,32.5372741
2014,iLembe,DC29,fruitless,259160.0,KwaZulu-Natal,31.5370003,31.5370003
2014,iLembe,DC29,irregular,9129167.0,KwaZulu-Natal,31.5370003,31.5370003
2014,iLembe,DC29,unauthorised,9251672.0,KwaZulu-Natal,31.5370003,31.5370003
2014,Overberg,DC3,fruitless,291.0,KwaZulu-Natal,31.1710389,31.1710389
2014,Overberg,DC3,irregular,2801226.0,KwaZulu-Natal,31.1710389,31.1710389
2014,Overberg,DC3,unauthorised,0.0,KwaZulu-Natal,31.1710389,31.1710389
2014,Gert Sibande,DC30,fruitless,0.0,Western Cape,19.7591675,19.7591675
2014,Gert Sibande,DC30,irregular,403559.0,Western Cape,19.7591675,19.7591675
2014,Gert Sibande,DC30,unauthorised,0.0,Western Cape,19.7591675,19.7591675
2014,Nkangala,DC31,fruitless,1027.0,Mpumalanga,29.9740534,29.9740534
2014,Nkangala,DC31,irregular,5545712.0,Mpumalanga,29.9740534,29.9740534
2014,Nkangala,DC31,unauthorised,0.0,Mpumalanga,29.9740534,29.9740534
2014,Ehlanzeni,DC32,fruitless,12495.0,Mpumalanga,29.6035495,29.6035495
2014,Ehlanzeni,DC32,irregular,1447369.0,Mpumalanga,29.6035495,29.6035495
2014,Ehlanzeni,DC32,unauthorised,0.0,Mpumalanga,29.6035495,29.6035495
2014,Mopani,DC33,fruitless,574188.0,Mpumalanga,31.2626366,31.2626366
2014,Mopani,DC33,irregular,15533592.0,Mpumalanga,31.2626366,31.2626366
2014,Mopani,DC33,unauthorised,17126808.0,Mpumalanga,31.2626366,31.2626366
2014,Vhembe,DC34,fruitless,6096273.0,Limpopo,30.7160431,30.7160431
2014,Vhembe,DC34,irregular,38195338.0,Limpopo,30.7160431,30.7160431
2014,Vhembe,DC34,unauthorised,112413612.0,Limpopo,30.7160431,30.7160431
2014,Capricorn,DC35,fruitless,413312.0,Limpopo,29.9740534,29.9740534
2014,Capricorn,DC35,irregular,9504030.0,Limpopo,29.9740534,29.9740534
2014,Capricorn,DC35,unauthorised,0.0,Limpopo,29.9740534,29.9740534
2014,Waterberg,DC36,fruitless,2000.0,Limpopo,29.2320784,29.2320784
2014,Waterberg,DC36,irregular,0.0,Limpopo,29.2320784,29.2320784
2014,Waterberg,DC36,unauthorised,0.0,Limpopo,29.2320784,29.2320784
2014,Bojanala,DC37,fruitless,0.0,Limpopo,28.299435,28.299435
2014,Bojanala,DC37,irregular,46682517.0,Limpopo,28.299435,28.299435
2014,Bojanala,DC37,unauthorised,33309871.0,Limpopo,28.299435,28.299435
2014,Ngaka Modiri Molema,DC38,fruitless,9854211.0,North West,27.3616476,27.3616476
2014,Ngaka Modiri Molema,DC38,irregular,367566177.0,North West,27.3616476,27.3616476
2014,Ngaka Modiri Molema,DC38,unauthorised,12930827.0,North West,27.3616476,27.3616476
2014,Dr Ruth Segomotsi Mompati,DC39,fruitless,0.0,North West,25.8521764,25.8521764
2014,Dr Ruth Segomotsi Mompati,DC39,irregular,62232835.0,North West,25.8521764,25.8521764
2014,Dr Ruth Segomotsi Mompati,DC39,unauthorised,148485987.0,North West,25.8521764,25.8521764
2014,Eden,DC4,fruitless,342130.0,North West,24.3341432,24.3341432
2014,Eden,DC4,irregular,11627663.0,North West,24.3341432,24.3341432
2014,Eden,DC4,unauthorised,44803497.0,North West,24.3341432,24.3341432
2014,Dr Kenneth Kaunda,DC40,fruitless,0.0,Western Cape,22.047637,22.047637
2014,Dr Kenneth Kaunda,DC40,irregular,3929075.0,Western Cape,22.047637,22.047637
2014,Dr Kenneth Kaunda,DC40,unauthorised,0.0,Western Cape,22.047637,22.047637
2014,Sedibeng,DC42,fruitless,198985.0,North West,26.5137964,26.5137964
2014,Sedibeng,DC42,irregular,237263.0,North West,26.5137964,26.5137964
2014,Sedibeng,DC42,unauthorised,0.0,North West,26.5137964,26.5137964
2014,Harry Gwala,DC43,fruitless,26050.0,Gauteng,28.2058768,28.2058768
2014,Harry Gwala,DC43,irregular,187116940.0,Gauteng,28.2058768,28.2058768
2014,Harry Gwala,DC43,unauthorised,164918134.0,Gauteng,28.2058768,28.2058768
2014,Alfred Nzo,DC44,fruitless,2213894.0,KwaZulu-Natal,29.6035495,29.6035495
2014,Alfred Nzo,DC44,irregular,188909000.0,KwaZulu-Natal,29.6035495,29.6035495
2014,Alfred Nzo,DC44,unauthorised,106827462.0,KwaZulu-Natal,29.6035495,29.6035495
2014,John Taolo Gaetsewe,DC45,fruitless,1036773.0,Eastern Cape,28.8596804,28.8596804
2014,John Taolo Gaetsewe,DC45,irregular,39513.0,Eastern Cape,28.8596804,28.8596804
2014,John Taolo Gaetsewe,DC45,unauthorised,5058328.0,Eastern Cape,28.8596804,28.8596804
2014,Sekhukhune,DC47,fruitless,227708.0,Northern Cape,23.1918021,23.1918021
2014,Sekhukhune,DC47,irregular,104826296.0,Northern Cape,23.1918021,23.1918021
2014,Sekhukhune,DC47,unauthorised,31507809.0,Northern Cape,23.1918021,23.1918021
2014,West Rand,DC48,fruitless,0.0,Limpopo,29.9740534,29.9740534
2014,West Rand,DC48,irregular,0.0,Limpopo,29.9740534,29.9740534
2014,West Rand,DC48,unauthorised,0.0,Limpopo,29.9740534,29.9740534
2014,Central Karoo,DC5,fruitless,0.0,Gauteng,27.4556388,27.4556388
2014,Central Karoo,DC5,irregular,64474.0,Gauteng,27.4556388,27.4556388
2014,Central Karoo,DC5,unauthorised,4564250.0,Gauteng,27.4556388,27.4556388
