,mun_name,mun_code,account_type,label,total_amount,Province,Latitude,Longitude
2013,Mthonjaneni,KZN285,AUDA,Total Current Liabilities,18463943,KwaZulu-Natal,31.7394939,31.7394939
2013,Mthonjaneni,KZN285,AUDA,Total Net Assets and Liabilities,200253946,KwaZulu-Natal,31.7394939,31.7394939
2013,Mthonjaneni,KZN285,AUDA,Total Non-Current Assets,124966674,KwaZulu-Natal,31.7394939,31.7394939
2013,Mthonjaneni,KZN285,AUDA,Total Current Assets,75287272,KwaZulu-Natal,31.7394939,31.7394939
2013,Mthonjaneni,KZN285,AUDA,Total Assets,200253946,KwaZulu-Natal,31.7394939,31.7394939
2013,Nkandla,KZN286,AUDA,Total Community Wealth / Equity,270964518,KwaZulu-Natal,31.4913182,31.4913182
2013,Nkandla,KZN286,AUDA,Total Non-Current Liabilities,4158475,KwaZulu-Natal,31.4913182,31.4913182
2013,Nkandla,KZN286,AUDA,Total Current Liabilities,43219643,KwaZulu-Natal,31.4913182,31.4913182
2013,Nkandla,KZN286,AUDA,Total Net Assets and Liabilities,318342636,KwaZulu-Natal,31.4913182,31.4913182
2013,Nkandla,KZN286,AUDA,Total Non-Current Assets,259430746,KwaZulu-Natal,31.4913182,31.4913182
2013,Nkandla,KZN286,AUDA,Total Current Assets,58911890,KwaZulu-Natal,31.4913182,31.4913182
2013,Nkandla,KZN286,AUDA,Total Assets,318342636,KwaZulu-Natal,31.4913182,31.4913182
2013,Mandeni,KZN291,AUDA,Total Community Wealth / Equity,328014490,KwaZulu-Natal,31.3998995,31.3998995
2013,Mandeni,KZN291,AUDA,Total Non-Current Liabilities,9730505,KwaZulu-Natal,31.3998995,31.3998995
2013,Mandeni,KZN291,AUDA,Total Current Liabilities,20598884,KwaZulu-Natal,31.3998995,31.3998995
2013,Mandeni,KZN291,AUDA,Total Net Assets and Liabilities,358343879,KwaZulu-Natal,31.3998995,31.3998995
2013,Mandeni,KZN291,AUDA,Total Non-Current Assets,254994472,KwaZulu-Natal,31.3998995,31.3998995
2013,Mandeni,KZN291,AUDA,Total Current Assets,103349407,KwaZulu-Natal,31.3998995,31.3998995
2013,Mandeni,KZN291,AUDA,Total Assets,358343879,KwaZulu-Natal,31.3998995,31.3998995
2013,KwaDukuza,KZN292,AUDA,Total Community Wealth / Equity,1137961199,KwaZulu-Natal,31.0894002,31.0894002
2013,KwaDukuza,KZN292,AUDA,Total Non-Current Liabilities,160268535,KwaZulu-Natal,31.0894002,31.0894002
2013,KwaDukuza,KZN292,AUDA,Total Current Liabilities,254500096,KwaZulu-Natal,31.0894002,31.0894002
2013,KwaDukuza,KZN292,AUDA,Total Net Assets and Liabilities,1552729830,KwaZulu-Natal,31.0894002,31.0894002
2013,KwaDukuza,KZN292,AUDA,Total Non-Current Assets,929693968,KwaZulu-Natal,31.0894002,31.0894002
2013,KwaDukuza,KZN292,AUDA,Total Current Assets,623035862,KwaZulu-Natal,31.0894002,31.0894002
2013,KwaDukuza,KZN292,AUDA,Total Assets,1552729830,KwaZulu-Natal,31.0894002,31.0894002
2013,Ndwedwe,KZN293,AUDA,Total Community Wealth / Equity,160414898,KwaZulu-Natal,31.4684703,31.4684703
2013,Ndwedwe,KZN293,AUDA,Total Non-Current Liabilities,884831,KwaZulu-Natal,31.4684703,31.4684703
2013,Ndwedwe,KZN293,AUDA,Total Current Liabilities,34929861,KwaZulu-Natal,31.4684703,31.4684703
2013,Ndwedwe,KZN293,AUDA,Total Net Assets and Liabilities,196229590,KwaZulu-Natal,31.4684703,31.4684703
2013,Ndwedwe,KZN293,AUDA,Total Non-Current Assets,149819175,KwaZulu-Natal,31.4684703,31.4684703
2013,Ndwedwe,KZN293,AUDA,Total Current Assets,46410415,KwaZulu-Natal,31.4684703,31.4684703
2013,Ndwedwe,KZN293,AUDA,Total Assets,196229590,KwaZulu-Natal,31.4684703,31.4684703
2013,Maphumulo,KZN294,AUDA,Total Community Wealth / Equity,129796597,KwaZulu-Natal,31.2892229,31.2892229
2013,Maphumulo,KZN294,AUDA,Total Non-Current Liabilities,6916891,KwaZulu-Natal,31.2892229,31.2892229
2013,Maphumulo,KZN294,AUDA,Total Current Liabilities,35842437,KwaZulu-Natal,31.2892229,31.2892229
2013,Maphumulo,KZN294,AUDA,Total Net Assets and Liabilities,172555925,KwaZulu-Natal,31.2892229,31.2892229
2013,Maphumulo,KZN294,AUDA,Total Non-Current Assets,120121548,KwaZulu-Natal,31.2892229,31.2892229
2013,Maphumulo,KZN294,AUDA,Total Current Assets,52434377,KwaZulu-Natal,31.2892229,31.2892229
2013,Maphumulo,KZN294,AUDA,Total Assets,172555925,KwaZulu-Natal,31.2892229,31.2892229
2013,Ingwe,KZN431,AUDA,Total Community Wealth / Equity,168100381,KwaZulu-Natal,30.9417368,30.9417368
2013,Ingwe,KZN431,AUDA,Total Non-Current Liabilities,3527185,KwaZulu-Natal,30.9417368,30.9417368
2013,Ingwe,KZN431,AUDA,Total Current Liabilities,16407500,KwaZulu-Natal,30.9417368,30.9417368
2013,Ingwe,KZN431,AUDA,Total Net Assets and Liabilities,188035066,KwaZulu-Natal,30.9417368,30.9417368
2013,Ingwe,KZN431,AUDA,Total Non-Current Assets,116325326,KwaZulu-Natal,30.9417368,30.9417368
2013,Ingwe,KZN431,AUDA,Total Current Assets,71709740,KwaZulu-Natal,30.9417368,30.9417368
2013,Ingwe,KZN431,AUDA,Total Assets,188035066,KwaZulu-Natal,30.9417368,30.9417368
2013,Kwa Sani,KZN432,AUDA,Total Community Wealth / Equity,60957962,KwaZulu-Natal,31.03351,31.03351
2013,Kwa Sani,KZN432,AUDA,Total Non-Current Liabilities,2772166,KwaZulu-Natal,31.03351,31.03351
2013,Kwa Sani,KZN432,AUDA,Total Current Liabilities,22273657,KwaZulu-Natal,31.03351,31.03351
2013,Kwa Sani,KZN432,AUDA,Total Net Assets and Liabilities,86003785,KwaZulu-Natal,31.03351,31.03351
2013,Kwa Sani,KZN432,AUDA,Total Non-Current Assets,54534430,KwaZulu-Natal,31.03351,31.03351
2013,Kwa Sani,KZN432,AUDA,Total Current Assets,31469355,KwaZulu-Natal,31.03351,31.03351
2013,Kwa Sani,KZN432,AUDA,Total Assets,86003785,KwaZulu-Natal,31.03351,31.03351
2013,Greater Kokstad,KZN433,AUDA,Total Community Wealth / Equity,439580195,KwaZulu-Natal,29.8815203,29.8815203
2013,Greater Kokstad,KZN433,AUDA,Total Non-Current Liabilities,23832349,KwaZulu-Natal,29.8815203,29.8815203
2013,Greater Kokstad,KZN433,AUDA,Total Current Liabilities,68374601,KwaZulu-Natal,29.8815203,29.8815203
2013,Greater Kokstad,KZN433,AUDA,Total Net Assets and Liabilities,531787145,KwaZulu-Natal,29.8815203,29.8815203
2013,Greater Kokstad,KZN433,AUDA,Total Non-Current Assets,506965435,KwaZulu-Natal,29.8815203,29.8815203
2013,Greater Kokstad,KZN433,AUDA,Total Current Assets,24821710,KwaZulu-Natal,29.8815203,29.8815203
2013,Greater Kokstad,KZN433,AUDA,Total Assets,531787145,KwaZulu-Natal,29.8815203,29.8815203
2013,Ubuhlebezwe,KZN434,AUDA,Total Community Wealth / Equity,228514918,KwaZulu-Natal,29.5107708,29.5107708
2013,Ubuhlebezwe,KZN434,AUDA,Total Non-Current Liabilities,4985511,KwaZulu-Natal,29.5107708,29.5107708
2013,Ubuhlebezwe,KZN434,AUDA,Total Current Liabilities,27797526,KwaZulu-Natal,29.5107708,29.5107708
2013,Ubuhlebezwe,KZN434,AUDA,Total Net Assets and Liabilities,261297955,KwaZulu-Natal,29.5107708,29.5107708
2013,Ubuhlebezwe,KZN434,AUDA,Total Non-Current Assets,193178196,KwaZulu-Natal,29.5107708,29.5107708
2013,Ubuhlebezwe,KZN434,AUDA,Total Current Assets,68119759,KwaZulu-Natal,29.5107708,29.5107708
2013,Ubuhlebezwe,KZN434,AUDA,Total Assets,261297955,KwaZulu-Natal,29.5107708,29.5107708
2013,Umzimkhulu,KZN435,AUDA,Total Community Wealth / Equity,416002818,KwaZulu-Natal,29.3714909,29.3714909
2013,Umzimkhulu,KZN435,AUDA,Total Non-Current Liabilities,1954969,KwaZulu-Natal,29.3714909,29.3714909
2013,Umzimkhulu,KZN435,AUDA,Total Current Liabilities,23104928,KwaZulu-Natal,29.3714909,29.3714909
2013,Umzimkhulu,KZN435,AUDA,Total Net Assets and Liabilities,441062715,KwaZulu-Natal,29.3714909,29.3714909
2013,Umzimkhulu,KZN435,AUDA,Total Non-Current Assets,381176626,KwaZulu-Natal,29.3714909,29.3714909
2013,Umzimkhulu,KZN435,AUDA,Total Current Assets,59886089,KwaZulu-Natal,29.3714909,29.3714909
2013,Umzimkhulu,KZN435,AUDA,Total Assets,441062715,KwaZulu-Natal,29.3714909,29.3714909
2013,Greater Giyani,LIM331,AUDA,Total Community Wealth / Equity,259179267,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Giyani,LIM331,AUDA,Total Non-Current Liabilities,12511260,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Giyani,LIM331,AUDA,Total Current Liabilities,37922931,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Giyani,LIM331,AUDA,Total Net Assets and Liabilities,309613458,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Giyani,LIM331,AUDA,Total Non-Current Assets,213334996,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Giyani,LIM331,AUDA,Total Current Assets,96278462,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Giyani,LIM331,AUDA,Total Assets,309613458,KwaZulu-Natal,30.0665236,30.0665236
2013,Greater Letaba,LIM332,AUDA,Total Community Wealth / Equity,358797677,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Letaba,LIM332,AUDA,Total Non-Current Liabilities,17315035,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Letaba,LIM332,AUDA,Total Current Liabilities,36216110,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Letaba,LIM332,AUDA,Total Net Assets and Liabilities,412328822,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Letaba,LIM332,AUDA,Total Non-Current Assets,294148911,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Letaba,LIM332,AUDA,Total Current Assets,118179911,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Letaba,LIM332,AUDA,Total Assets,412328822,KwaZulu-Natal,29.6962677,29.6962677
2013,Greater Tzaneen,LIM333,AUDA,Total Community Wealth / Equity,1659522379,Limpopo,30.8039474,30.8039474
2013,Greater Tzaneen,LIM333,AUDA,Total Non-Current Liabilities,180755807,Limpopo,30.8039474,30.8039474
2013,Greater Tzaneen,LIM333,AUDA,Total Current Liabilities,206730419,Limpopo,30.8039474,30.8039474
2013,Greater Tzaneen,LIM333,AUDA,Total Net Assets and Liabilities,2047008605,Limpopo,30.8039474,30.8039474
2013,Greater Tzaneen,LIM333,AUDA,Total Non-Current Assets,1745926499,Limpopo,30.8039474,30.8039474
2013,Greater Tzaneen,LIM333,AUDA,Total Current Assets,301082106,Limpopo,30.8039474,30.8039474
2013,Greater Tzaneen,LIM333,AUDA,Total Assets,2047008605,Limpopo,30.8039474,30.8039474
2013,Ba-Phalaborwa,LIM334,AUDA,Total Community Wealth / Equity,706805143,Limpopo,30.2974199,30.2974199
2013,Ba-Phalaborwa,LIM334,AUDA,Total Non-Current Liabilities,33735598,Limpopo,30.2974199,30.2974199
2013,Ba-Phalaborwa,LIM334,AUDA,Total Current Liabilities,373493996,Limpopo,30.2974199,30.2974199
2013,Ba-Phalaborwa,LIM334,AUDA,Total Net Assets and Liabilities,1114034737,Limpopo,30.2974199,30.2974199
2013,Ba-Phalaborwa,LIM334,AUDA,Total Non-Current Assets,1057189270,Limpopo,30.2974199,30.2974199
2013,Ba-Phalaborwa,LIM334,AUDA,Total Current Assets,56845466,Limpopo,30.2974199,30.2974199
2013,Ba-Phalaborwa,LIM334,AUDA,Total Assets,1114034736,Limpopo,30.2974199,30.2974199
2013,Maruleng,LIM335,AUDA,Total Community Wealth / Equity,319277251,Limpopo,30.0665236,30.0665236
2013,Maruleng,LIM335,AUDA,Total Non-Current Liabilities,6036724,Limpopo,30.0665236,30.0665236
2013,Maruleng,LIM335,AUDA,Total Current Liabilities,15014424,Limpopo,30.0665236,30.0665236
2013,Maruleng,LIM335,AUDA,Total Net Assets and Liabilities,340328399,Limpopo,30.0665236,30.0665236
2013,Maruleng,LIM335,AUDA,Total Non-Current Assets,292057211,Limpopo,30.0665236,30.0665236
2013,Maruleng,LIM335,AUDA,Total Current Assets,48271190,Limpopo,30.0665236,30.0665236
2013,Maruleng,LIM335,AUDA,Total Assets,340328401,Limpopo,30.0665236,30.0665236
2013,Musina,LIM341,AUDA,Total Community Wealth / Equity,148611000,Limpopo,31.1406753,31.1406753
2013,Musina,LIM341,AUDA,Total Non-Current Liabilities,23363000,Limpopo,31.1406753,31.1406753
2013,Musina,LIM341,AUDA,Total Current Liabilities,189830000,Limpopo,31.1406753,31.1406753
2013,Musina,LIM341,AUDA,Total Net Assets and Liabilities,361804000,Limpopo,31.1406753,31.1406753
2013,Musina,LIM341,AUDA,Total Non-Current Assets,188683000,Limpopo,31.1406753,31.1406753
2013,Musina,LIM341,AUDA,Total Current Assets,173121000,Limpopo,31.1406753,31.1406753
2013,Musina,LIM341,AUDA,Total Assets,361804000,Limpopo,31.1406753,31.1406753
2013,Mutale,LIM342,AUDA,Total Community Wealth / Equity,62441489,Limpopo,30.9576681,30.9576681
2013,Mutale,LIM342,AUDA,Total Non-Current Liabilities,2571640,Limpopo,30.9576681,30.9576681
2013,Mutale,LIM342,AUDA,Total Current Liabilities,51965623,Limpopo,30.9576681,30.9576681
2013,Mutale,LIM342,AUDA,Total Net Assets and Liabilities,116978752,Limpopo,30.9576681,30.9576681
2013,Mutale,LIM342,AUDA,Total Non-Current Assets,76260208,Limpopo,30.9576681,30.9576681
2013,Mutale,LIM342,AUDA,Total Current Assets,40718544,Limpopo,30.9576681,30.9576681
2013,Mutale,LIM342,AUDA,Total Assets,116978752,Limpopo,30.9576681,30.9576681
2013,Thulamela,LIM343,AUDA,Total Community Wealth / Equity,1125170832,Limpopo,29.6962677,29.6962677
2013,Thulamela,LIM343,AUDA,Total Non-Current Liabilities,15001067,Limpopo,29.6962677,29.6962677
2013,Thulamela,LIM343,AUDA,Total Current Liabilities,177255006,Limpopo,29.6962677,29.6962677
2013,Thulamela,LIM343,AUDA,Total Net Assets and Liabilities,1317426905,Limpopo,29.6962677,29.6962677
2013,Thulamela,LIM343,AUDA,Total Non-Current Assets,984630063,Limpopo,29.6962677,29.6962677
2013,Thulamela,LIM343,AUDA,Total Current Assets,332796842,Limpopo,29.6962677,29.6962677
2013,Thulamela,LIM343,AUDA,Total Assets,1317426905,Limpopo,29.6962677,29.6962677
2013,Makhado,LIM344,AUDA,Total Community Wealth / Equity,2003350000,Limpopo,30.8039474,30.8039474
2013,Makhado,LIM344,AUDA,Total Non-Current Liabilities,43629000,Limpopo,30.8039474,30.8039474
2013,Makhado,LIM344,AUDA,Total Current Liabilities,186469000,Limpopo,30.8039474,30.8039474
2013,Makhado,LIM344,AUDA,Total Net Assets and Liabilities,2233448000,Limpopo,30.8039474,30.8039474
2013,Makhado,LIM344,AUDA,Total Non-Current Assets,1824913000,Limpopo,30.8039474,30.8039474
2013,Makhado,LIM344,AUDA,Total Current Assets,408535000,Limpopo,30.8039474,30.8039474
2013,Makhado,LIM344,AUDA,Total Assets,2233448000,Limpopo,30.8039474,30.8039474
2013,Blouberg,LIM351,AUDA,Total Community Wealth / Equity,816662789,Limpopo,30.6199895,30.6199895
2013,Blouberg,LIM351,AUDA,Total Non-Current Liabilities,1619000,Limpopo,30.6199895,30.6199895
2013,Blouberg,LIM351,AUDA,Total Current Liabilities,30131284,Limpopo,30.6199895,30.6199895
2013,Blouberg,LIM351,AUDA,Total Net Assets and Liabilities,848413073,Limpopo,30.6199895,30.6199895
2013,Blouberg,LIM351,AUDA,Total Non-Current Assets,813797944,Limpopo,30.6199895,30.6199895
2013,Blouberg,LIM351,AUDA,Total Current Assets,34615129,Limpopo,30.6199895,30.6199895
2013,Blouberg,LIM351,AUDA,Total Assets,848413073,Limpopo,30.6199895,30.6199895
2013,Aganang,LIM352,AUDA,Total Community Wealth / Equity,178327652,Limpopo,29.9070436,29.9070436
2013,Aganang,LIM352,AUDA,Total Non-Current Liabilities,689910,Limpopo,29.9070436,29.9070436
2013,Aganang,LIM352,AUDA,Total Current Liabilities,24440116,Limpopo,29.9070436,29.9070436
2013,Aganang,LIM352,AUDA,Total Net Assets and Liabilities,203457678,Limpopo,29.9070436,29.9070436
2013,Aganang,LIM352,AUDA,Total Non-Current Assets,112679173,Limpopo,29.9070436,29.9070436
2013,Aganang,LIM352,AUDA,Total Current Assets,90778505,Limpopo,29.9070436,29.9070436
2013,Aganang,LIM352,AUDA,Total Assets,203457678,Limpopo,29.9070436,29.9070436
2013,Molemole,LIM353,AUDA,Total Community Wealth / Equity,183295491,Limpopo,28.9950702,28.9950702
2013,Molemole,LIM353,AUDA,Total Non-Current Liabilities,1266532,Limpopo,28.9950702,28.9950702
2013,Molemole,LIM353,AUDA,Total Current Liabilities,25296027,Limpopo,28.9950702,28.9950702
2013,Molemole,LIM353,AUDA,Total Net Assets and Liabilities,209858050,Limpopo,28.9950702,28.9950702
2013,Molemole,LIM353,AUDA,Total Non-Current Assets,170117138,Limpopo,28.9950702,28.9950702
2013,Molemole,LIM353,AUDA,Total Current Assets,39740912,Limpopo,28.9950702,28.9950702
2013,Molemole,LIM353,AUDA,Total Assets,209858050,Limpopo,28.9950702,28.9950702
2013,Polokwane,LIM354,AUDA,Total Community Wealth / Equity,5712652376,Limpopo,29.0925356,29.0925356
2013,Polokwane,LIM354,AUDA,Total Non-Current Liabilities,477859319,Limpopo,29.0925356,29.0925356
2013,Polokwane,LIM354,AUDA,Total Current Liabilities,585693809,Limpopo,29.0925356,29.0925356
2013,Polokwane,LIM354,AUDA,Total Net Assets and Liabilities,6776205504,Limpopo,29.0925356,29.0925356
2013,Polokwane,LIM354,AUDA,Total Non-Current Assets,6017353474,Limpopo,29.0925356,29.0925356
2013,Polokwane,LIM354,AUDA,Total Current Assets,758852030,Limpopo,29.0925356,29.0925356
2013,Polokwane,LIM354,AUDA,Total Assets,6776205504,Limpopo,29.0925356,29.0925356
2013,Lepele-Nkumpi,LIM355,AUDA,Total Community Wealth / Equity,535275648,Limpopo,29.6962677,29.6962677
2013,Lepele-Nkumpi,LIM355,AUDA,Total Non-Current Liabilities,1806504,Limpopo,29.6962677,29.6962677
2013,Lepele-Nkumpi,LIM355,AUDA,Total Current Liabilities,49086912,Limpopo,29.6962677,29.6962677
2013,Lepele-Nkumpi,LIM355,AUDA,Total Net Assets and Liabilities,586169064,Limpopo,29.6962677,29.6962677
2013,Lepele-Nkumpi,LIM355,AUDA,Total Non-Current Assets,465607789,Limpopo,29.6962677,29.6962677
2013,Lepele-Nkumpi,LIM355,AUDA,Total Current Assets,120561276,Limpopo,29.6962677,29.6962677
2013,Lepele-Nkumpi,LIM355,AUDA,Total Assets,586169065,Limpopo,29.6962677,29.6962677
2013,Thabazimbi,LIM361,AUDA,Total Community Wealth / Equity,1130319223,Limpopo,29.4485367,29.4485367
2013,Thabazimbi,LIM361,AUDA,Total Non-Current Liabilities,29162206,Limpopo,29.4485367,29.4485367
2013,Thabazimbi,LIM361,AUDA,Total Current Liabilities,97879123,Limpopo,29.4485367,29.4485367
2013,Thabazimbi,LIM361,AUDA,Total Net Assets and Liabilities,1257360552,Limpopo,29.4485367,29.4485367
2013,Thabazimbi,LIM361,AUDA,Total Non-Current Assets,1095158299,Limpopo,29.4485367,29.4485367
2013,Thabazimbi,LIM361,AUDA,Total Current Assets,162202252,Limpopo,29.4485367,29.4485367
2013,Thabazimbi,LIM361,AUDA,Total Assets,1257360551,Limpopo,29.4485367,29.4485367
2013,Lephalale,LIM362,AUDA,Total Community Wealth / Equity,1085082000,Limpopo,29.6499162,29.6499162
2013,Lephalale,LIM362,AUDA,Total Non-Current Liabilities,125425000,Limpopo,29.6499162,29.6499162
2013,Lephalale,LIM362,AUDA,Total Current Liabilities,100009000,Limpopo,29.6499162,29.6499162
2013,Lephalale,LIM362,AUDA,Total Net Assets and Liabilities,1310516000,Limpopo,29.6499162,29.6499162
2013,Lephalale,LIM362,AUDA,Total Non-Current Assets,1075359000,Limpopo,29.6499162,29.6499162
2013,Lephalale,LIM362,AUDA,Total Current Assets,235157000,Limpopo,29.6499162,29.6499162
2013,Lephalale,LIM362,AUDA,Total Assets,1310516000,Limpopo,29.6499162,29.6499162
2013,Mookgopong,LIM364,AUDA,Total Community Wealth / Equity,194540400,Limpopo,27.3616476,27.3616476
2013,Mookgopong,LIM364,AUDA,Total Non-Current Liabilities,23254400,Limpopo,27.3616476,27.3616476
2013,Mookgopong,LIM364,AUDA,Total Current Liabilities,47787200,Limpopo,27.3616476,27.3616476
2013,Mookgopong,LIM364,AUDA,Total Net Assets and Liabilities,265582000,Limpopo,27.3616476,27.3616476
2013,Mookgopong,LIM364,AUDA,Total Non-Current Assets,226030000,Limpopo,27.3616476,27.3616476
2013,Mookgopong,LIM364,AUDA,Total Current Assets,39552000,Limpopo,27.3616476,27.3616476
2013,Mookgopong,LIM364,AUDA,Total Assets,265582000,Limpopo,27.3616476,27.3616476
2013,Modimolle,LIM365,AUDA,Total Community Wealth / Equity,856491580,Limpopo,27.7373373,27.7373373
2013,Modimolle,LIM365,AUDA,Total Non-Current Liabilities,33502066,Limpopo,27.7373373,27.7373373
2013,Modimolle,LIM365,AUDA,Total Current Liabilities,81047897,Limpopo,27.7373373,27.7373373
2013,Modimolle,LIM365,AUDA,Total Net Assets and Liabilities,971041543,Limpopo,27.7373373,27.7373373
2013,Modimolle,LIM365,AUDA,Total Non-Current Assets,834232835,Limpopo,27.7373373,27.7373373
2013,Modimolle,LIM365,AUDA,Total Current Assets,136808708,Limpopo,27.7373373,27.7373373
2013,Modimolle,LIM365,AUDA,Total Assets,971041543,Limpopo,27.7373373,27.7373373
2013,Bela-Bela,LIM366,AUDA,Total Community Wealth / Equity,641608924,Limpopo,28.7664408,28.7664408
2013,Bela-Bela,LIM366,AUDA,Total Non-Current Liabilities,48337935,Limpopo,28.7664408,28.7664408
2013,Bela-Bela,LIM366,AUDA,Total Current Liabilities,40217491,Limpopo,28.7664408,28.7664408
2013,Bela-Bela,LIM366,AUDA,Total Net Assets and Liabilities,730164350,Limpopo,28.7664408,28.7664408
2013,Bela-Bela,LIM366,AUDA,Total Non-Current Assets,712438008,Limpopo,28.7664408,28.7664408
2013,Bela-Bela,LIM366,AUDA,Total Current Assets,17726342,Limpopo,28.7664408,28.7664408
2013,Bela-Bela,LIM366,AUDA,Total Assets,730164350,Limpopo,28.7664408,28.7664408
2013,Mogalakwena,LIM367,AUDA,Total Community Wealth / Equity,1566730225,Limpopo,28.2058768,28.2058768
2013,Mogalakwena,LIM367,AUDA,Total Non-Current Liabilities,59393918,Limpopo,28.2058768,28.2058768
2013,Mogalakwena,LIM367,AUDA,Total Current Liabilities,249821465,Limpopo,28.2058768,28.2058768
2013,Mogalakwena,LIM367,AUDA,Total Net Assets and Liabilities,1875945608,Limpopo,28.2058768,28.2058768
2013,Mogalakwena,LIM367,AUDA,Total Non-Current Assets,1292626176,Limpopo,28.2058768,28.2058768
2013,Mogalakwena,LIM367,AUDA,Total Current Assets,583319432,Limpopo,28.2058768,28.2058768
2013,Mogalakwena,LIM367,AUDA,Total Assets,1875945608,Limpopo,28.2058768,28.2058768
2013,Ephraim Mogale,LIM471,AUDA,Total Community Wealth / Equity,683344577,Limpopo,28.2526623,28.2526623
2013,Ephraim Mogale,LIM471,AUDA,Total Non-Current Liabilities,0,Limpopo,28.2526623,28.2526623
2013,Ephraim Mogale,LIM471,AUDA,Total Current Liabilities,16882323,Limpopo,28.2526623,28.2526623
2013,Ephraim Mogale,LIM471,AUDA,Total Net Assets and Liabilities,700226900,Limpopo,28.2526623,28.2526623
2013,Ephraim Mogale,LIM471,AUDA,Total Non-Current Assets,664445171,Limpopo,28.2526623,28.2526623
2013,Ephraim Mogale,LIM471,AUDA,Total Current Assets,35781729,Limpopo,28.2526623,28.2526623
2013,Ephraim Mogale,LIM471,AUDA,Total Assets,700226900,Limpopo,28.2526623,28.2526623
2013,Elias Motsoaledi,LIM472,AUDA,Total Community Wealth / Equity,962260440,Limpopo,29.0138916,29.0138916
2013,Elias Motsoaledi,LIM472,AUDA,Total Non-Current Liabilities,28457337,Limpopo,29.0138916,29.0138916
2013,Elias Motsoaledi,LIM472,AUDA,Total Current Liabilities,-52050521,Limpopo,29.0138916,29.0138916
2013,Elias Motsoaledi,LIM472,AUDA,Total Net Assets and Liabilities,938667256,Limpopo,29.0138916,29.0138916
2013,Elias Motsoaledi,LIM472,AUDA,Total Non-Current Assets,892847256,Limpopo,29.0138916,29.0138916
2013,Elias Motsoaledi,LIM472,AUDA,Total Current Assets,45819999,Limpopo,29.0138916,29.0138916
2013,Elias Motsoaledi,LIM472,AUDA,Total Assets,938667255,Limpopo,29.0138916,29.0138916
2013,Makhuduthamaga,LIM473,AUDA,Total Community Wealth / Equity,244884807,Limpopo,29.3250347,29.3250347
2013,Makhuduthamaga,LIM473,AUDA,Total Non-Current Liabilities,3252000,Limpopo,29.3250347,29.3250347
2013,Makhuduthamaga,LIM473,AUDA,Total Current Liabilities,42885142,Limpopo,29.3250347,29.3250347
2013,Makhuduthamaga,LIM473,AUDA,Total Net Assets and Liabilities,291021949,Limpopo,29.3250347,29.3250347
2013,Makhuduthamaga,LIM473,AUDA,Total Non-Current Assets,150210258,Limpopo,29.3250347,29.3250347
2013,Makhuduthamaga,LIM473,AUDA,Total Current Assets,140811691,Limpopo,29.3250347,29.3250347
2013,Makhuduthamaga,LIM473,AUDA,Total Assets,291021949,Limpopo,29.3250347,29.3250347
2013,Fetakgomo,LIM474,AUDA,Total Community Wealth / Equity,99732722,Limpopo,29.3949458,29.3949458
2013,Fetakgomo,LIM474,AUDA,Total Non-Current Liabilities,423530,Limpopo,29.3949458,29.3949458
2013,Fetakgomo,LIM474,AUDA,Total Current Liabilities,13117478,Limpopo,29.3949458,29.3949458
2013,Fetakgomo,LIM474,AUDA,Total Net Assets and Liabilities,113273730,Limpopo,29.3949458,29.3949458
2013,Fetakgomo,LIM474,AUDA,Total Non-Current Assets,92848683,Limpopo,29.3949458,29.3949458
2013,Fetakgomo,LIM474,AUDA,Total Current Assets,20425047,Limpopo,29.3949458,29.3949458
2013,Fetakgomo,LIM474,AUDA,Total Assets,113273730,Limpopo,29.3949458,29.3949458
2013,Mangaung,MAN,AUDA,Total Community Wealth / Equity,11065532938,Limpopo,29.8352303,29.8352303
2013,Mangaung,MAN,AUDA,Total Non-Current Liabilities,1121485001,Limpopo,29.8352303,29.8352303
2013,Mangaung,MAN,AUDA,Total Current Liabilities,1322256843,Limpopo,29.8352303,29.8352303
2013,Mangaung,MAN,AUDA,Total Net Assets and Liabilities,13509274782,Limpopo,29.8352303,29.8352303
2013,Mangaung,MAN,AUDA,Total Non-Current Assets,11978024315,Limpopo,29.8352303,29.8352303
2013,Mangaung,MAN,AUDA,Total Current Assets,1531250467,Limpopo,29.8352303,29.8352303
2013,Mangaung,MAN,AUDA,Total Assets,13509274782,Limpopo,29.8352303,29.8352303
2013,Chief Albert Luthuli,MP301,AUDA,Total Community Wealth / Equity,696449085,Limpopo,29.8352303,29.8352303
2013,Chief Albert Luthuli,MP301,AUDA,Total Non-Current Liabilities,20175587,Limpopo,29.8352303,29.8352303
2013,Chief Albert Luthuli,MP301,AUDA,Total Current Liabilities,95588658,Limpopo,29.8352303,29.8352303
