,date,mun_code,mun_name,Province,Latitude,Longitude,Property_rates,Property_rates_PENALTIES,Service_Charges,Rent_Faciliites_Equip,Interest_Earned_Ex,Interest_Earned_De,Dividends_Rec,Fines,Licence_permits,Agency_Services,Transfers_Operating,Transfers_Capital,other_rev,PPE_disposal_gain,revenue_foregone,Total_rev
74,2013,EC153,Ngquza Hill,Eastern Cape,25.8521764,25.8521764,8000000,0,90000,15000,794250,0,0,250000,0,3000000,116174000,48263000,36281833,582450,0,213450533
75,2013,EC154,Port St Johns,Eastern Cape,29.696267699999996,29.696267699999996,6346046,0,488545,109198,734711,726479,0,32528,22336,0,71811719,18194446,646216,0,0,99112224
76,2013,EC155,Nyandeni,Eastern Cape,29.5457058,29.5457058,4691772,0,167786,136699,2849749,0,0,276794,1696000,0,131018416,39753000,5928316,0,0,186518532
77,2013,EC156,Mhlontlo,Eastern Cape,29.1390642,29.1390642,7269648,0,565712,63683,2314276,0,0,150880,1123927,0,109995938,24669786,2219379,0,0,148373229
78,2013,EC157,King Sabata Dalindyebo,Eastern Cape,28.8130675,28.8130675,131782196,0,271446608,13629465,9552886,20825629,3754,2063415,11438155,0,173121601,101287509,167574015,0,0,902725233
79,2013,EC441,Matatiele,Eastern Cape,28.5797981,28.5797981,15500969,0,40322579,533522,5571813,2289223,0,1508615,2094048,0,120142836,32317460,5296149,-5064153,0,220513061
80,2013,EC442,Umzimvubu,Eastern Cape,28.766440799999998,28.766440799999998,10756087,0,2116831,1533764,2250781,1138910,0,438192,2110477,1295379,106199000,57682403,1764771,40838,0,187327433
81,2013,EC443,Mbizana,Eastern Cape,28.9528645,28.9528645,7379021,0,16343550,879880,4827020,180972,0,218800,1096795,0,108973146,59743685,1180260,0,0,200823129
82,2013,EC444,Ntabankulu,Eastern Cape,29.8566142,29.8566142,2235561,0,159788,880580,1558987,0,0,433321,273698,0,67714811,34200545,656569,0,0,108113860
83,2013,EKU,Ekurhuleni,Eastern Cape,29.278563800000004,29.278563800000004,2802871285,72091881,13500276495,49599515,239543249,257704799,0,173028668,35331579,228211226,3638073453,1108485030,138189007,0,0,22243406187
84,2013,ETH,eThekwini,Gauteng,28.346194800000003,28.346194800000003,4918885000,69002000,12467301000,507383000,303994000,112689000,0,110926000,30341398,12494602,2026005000,1631745000,2451586000,12380000,0,24654732000
85,2013,FS161,Letsemeng,KwaZulu-Natal,30.8039474,30.8039474,7294755,0,46571336,289398,3428771,6000,10677,55560,1597,0,54672930,23167000,978976,0,0,136477000
86,2013,FS162,Kopanong,Free State,25.094045,25.094045,13621000,0,69205000,0,0,0,0,0,0,0,94858000,0,15367000,0,0,193051000
87,2013,FS163,Mohokare,Free State,25.4733554,25.4733554,6115712,0,38485991,454689,117585,3693698,8316,59316,0,0,57372761,34887037,4615001,40089,0,145850195
88,2013,FS164,Naledi,Free State,26.985242200000002,26.985242200000002,6574000,0,26575868,319106,0,258982,3061,0,0,0,58552073,18655000,3911000,0,0,114849090
89,2013,FS181,Masilonyana,Free State,24.7142918,24.7142918,19005121,0,65299061,159489,26500,2998000,25718,80500,0,0,80939010,0,20354539,0,3929349,184958589
90,2013,FS182,Tokologo,Free State,26.6081653,26.6081653,2936479,0,17870536,862329,285881,805996,0,106255,0,0,47774000,77306000,357419,0,0,148304895
91,2013,FS183,Tswelopele,Free State,25.4733554,25.4733554,7477210,1000,32201774,882522,419000,104000,259000,259000,1300,195000,65740000,32673305,1064618,159000,0,141436729
92,2013,FS184,Matjhabeng,Free State,25.9467997,25.9467997,176827000,0,782911000,11234000,7590000,96977000,12000,2301000,14000,9071000,438804000,0,21148000,0,0,1546889000
93,2013,FS185,Nala,Free State,26.8910342,26.8910342,11449131,0,154789699,70000,1381257,0,4290,49000,0,0,203143621,0,3163332,-19795694,0,354254636
94,2013,FS191,Setsoto,Free State,26.513796399999997,26.513796399999997,33253621,0,101730333,88315,2311523,28483501,28114,470298,7849,0,186156835,87216559,4795020,0,59107,444482861
95,2013,FS192,Dihlabeng,Free State,27.6434844,27.6434844,66850440,0,271130670,3555596,11095,23060999,5460,4571578,86343,0,132667000,91313341,10516282,0,0,603768804
96,2013,FS193,Nketoana,Free State,28.2058768,28.2058768,16194067,0,76524578,415297,1501123,16416211,0,115585,0,0,117791362,42018000,3651377,0,0,274627600
97,2013,FS194,Maluti a Phofung,Free State,28.4318311,28.4318311,726571321,0,364626022,1000156,1902787,21775993,0,938254,0,0,348012896,286989512,90994959,0,579421098,1263390802
98,2013,FS195,Phumelela,Free State,28.9528645,28.9528645,7482667,0,22592369,601958,672013,3539175,0,107650,16977,0,59448849,60474470,489675,0,0,155425803
99,2013,FS196,Mantsopa,Free State,29.2320784,29.2320784,11825394,0,92697421,2838169,226553,16046032,39591,128990,276,0,71198282,34243884,4902788,0,0,234147380
100,2013,FS201,Moqhaka,Free State,27.267611600000002,27.267611600000002,42025820,0,300635372,4190682,970382,4815471,8109,974809,0,0,166757197,62142687,13144200,0,0,595664729
101,2013,FS203,Ngwathe,Free State,27.267611600000002,27.267611600000002,77688011,0,256157344,2290119,1434724,20008023,0,1096770,0,0,156259000,45939340,1728000,0,28965000,533636331
102,2013,FS204,Metsimaholo,Free State,27.737337300000004,27.737337300000004,100932799,0,415712171,4513791,1543359,13899919,0,4194173,120370,0,97822188,67136000,4777751,4132000,46120050,668664471
103,2013,FS205,Mafube,Free State,27.8277881,27.8277881,16322286,0,43222421,151086,159604,7355243,0,133744,0,0,80799200,31498933,6868446,0,0,186510963
104,2013,GT421,Emfuleni,Free State,28.5797981,28.5797981,630974805,0,2591388035,11195309,10583616,24695368,3025,34648500,12907,0,669490667,172955184,276602342,0,220001253,4202548505
105,2013,GT422,Midvaal,Gauteng,27.784246000000003,27.784246000000003,94353113,0,377170635,1329612,2036636,7119810,0,7020166,0,0,64200113,32006161,79329355,0,0,664565601
106,2013,GT423,Lesedi,Gauteng,28.0654445,28.0654445,58416764,0,296967128,3014986,1063634,4656665,0,168107,44039,0,73192766,20316562,975765,0,0,458816416
107,2013,GT481,Mogale City,Gauteng,28.4396756,28.4396756,272542224,20863421,1068152670,2820595,13536638,10348995,0,10468500,16743,24950345,239980265,109609660,73366341,104216,0,1846760613
108,2013,GT482,Randfontein,Gauteng,27.596540299999997,27.596540299999997,77851184,0,463932361,1986693,3471024,8474736,0,6447099,57397,15885219,137117587,0,26278700,0,0,741502000
109,2013,GT483,Westonaria,Gauteng,27.6786847,27.6786847,31401676,0,191590985,386870,550750,14247751,0,15990225,17024009,0,109453266,63012592,3276730,0,0,446934854
110,2013,GT484,Merafong City,Gauteng,27.666952000000002,27.666952000000002,261097000,1780000,472582000,1164000,17089000,24184000,0,4245000,11289000,0,318124292,197235000,9095000,0,0,1317884292
111,2013,JHB,City of Johannesburg,Gauteng,27.4086488,27.4086488,5976351000,112284000,19313900000,197779000,406803000,64832000,0,320336000,958000,199813000,4509731000,2299001000,1710994999,0,0,35112782999
112,2013,KZN211,Vulamehlo,Gauteng,27.971760600000003,27.971760600000003,1824183,0,0,197187,482072,0,0,0,0,0,44555946,11568150,308970,121649,0,59058157
113,2013,KZN212,Umdoni,KwaZulu-Natal,30.573957899999996,30.573957899999996,62049510,1611070,7267425,4514542,4763231,0,0,1024191,2689451,0,57114081,0,9029990,0,0,150063491
114,2013,KZN213,Umzumbe,KwaZulu-Natal,30.6890055,30.6890055,3100795,0,0,0,3465211,0,0,0,0,0,93602385,40178348,700706,0,0,141047445
115,2013,KZN214,uMuziwabantu,KwaZulu-Natal,30.5928401,30.5928401,10115572,462729,21014983,113368,1592461,0,0,261208,2369988,0,43051406,27102243,8445132,110000,0,114639090
116,2013,KZN215,Ezingoleni,KwaZulu-Natal,29.9277947,29.9277947,768519,0,0,4774,1019807,0,0,0,0,0,31206045,14547553,498763,0,0,48045461
117,2013,KZN216,Ray Nkonyeni,KwaZulu-Natal,30.182021999999996,30.182021999999996,263953090,379036,121991710,1777873,15704437,0,0,3661678,5964970,3920419,95666592,30787000,18541163,0,0,562347968
118,2013,KZN221,uMshwathi,KwaZulu-Natal,30.320487300000003,30.320487300000003,15562302,1048502,1649791,172800,795711,7563583,0,46910,0,2225764,58061000,18404000,333255,0,0,105863618
119,2013,KZN222,uMngeni,KwaZulu-Natal,30.363931899999997,30.363931899999997,146636159,3867599,56526700,832857,829366,1683320,0,5579150,1916480,0,40597732,26773831,5173037,0,45733665,244682566
120,2013,KZN223,Mpofana,KwaZulu-Natal,30.5743164,30.5743164,8018606,2223352,40186409,277441,692101,6468499,0,364967,2701770,0,26046775,13217361,464361,0,0,100661642
121,2013,KZN224,Impendle,KwaZulu-Natal,30.112734999999997,30.112734999999997,1389621,0,21455,192470,1560652,0,0,22250,22609,0,25835213,19852656,5469943,0,0,54366869
122,2013,KZN225,The Msunduzi,KwaZulu-Natal,30.112734999999997,30.112734999999997,585863903,39595547,1982478509,20896187,34283812,82051047,0,8371286,59002,732726,395621841,170847866,60567297,0,0,3381369023
123,2013,KZN226,Mkhambathini,KwaZulu-Natal,29.835230300000003,29.835230300000003,6722465,0,0,0,1079886,0,0,34300,3182723,0,34658858,11792422,370500,0,0,57841154
124,2013,KZN227,Richmond,KwaZulu-Natal,30.3824842,30.3824842,8518426,806897,299603,1033490,1518174,146399,0,379121,401224,458106,30094032,27058427,493234,0,0,71207133
125,2013,KZN232,Emnambithi/Ladysmith,KwaZulu-Natal,30.573957899999996,30.573957899999996,112765228,4106159,232536000,0,8631950,882852,0,7910091,6572089,0,114584565,91959252,27318010,28203866,0,635470062
126,2013,KZN233,Indaka,KwaZulu-Natal,30.297419899999998,30.297419899999998,1675645,0,138000,76993,1790234,0,0,0,0,0,61826061,21217761,94963,0,0,86819657
127,2013,KZN234,Umtshezi,KwaZulu-Natal,29.7807856,29.7807856,38106000,5598000,163354338,387000,0,2261000,0,46000,4705000,0,36202000,30691000,2833000,0,0,284183338
128,2013,KZN235,Okhahlamba,KwaZulu-Natal,30.107221999999997,30.107221999999997,15183376,2469597,354502,22350,2535437,0,0,151484,0,613590,71239901,29331000,2575811,0,0,124477048
129,2013,KZN236,Imbabazane,KwaZulu-Natal,30.0202964,30.0202964,6316330,0,0,110724,1857643,0,0,5009,600,0,66544000,23006000,2514881,30500,0,100385687
130,2013,KZN241,Endumeni,KwaZulu-Natal,29.3250347,29.3250347,45454388,6190913,95756467,1286913,1957691,3187,0,487040,4288002,0,46378919,12434000,1283335,6553034,0,222073889
131,2013,KZN242,Nqutu,KwaZulu-Natal,29.686457399999995,29.686457399999995,10291736,722702,12372869,489010,3716099,0,0,185564,0,82831,85635980,33811066,412419,0,0,147720276
132,2013,KZN244,Msinga,KwaZulu-Natal,30.2343393,30.2343393,2471507,0,20940,382743,4042757,0,0,0,0,0,75283213,27259172,103046,2141,0,109565519
133,2013,KZN245,Umvoti,KwaZulu-Natal,30.6746303,30.6746303,18622798,1127100,54922339,2881420,3885545,170168,0,846315,1989757,1053826,52017583,25702200,288353,209704,0,163717108
134,2013,KZN252,Newcastle,KwaZulu-Natal,30.4357631,30.4357631,156249490,0,731455268,3677190,22496411,71896472,0,7685753,0,0,387955623,0,7325591,0,0,1388741798
135,2013,KZN253,Emadlangeni,KwaZulu-Natal,30.619989500000003,30.619989500000003,10254617,1643892,11729620,1033057,864499,0,0,97068,1247854,0,16765716,7608653,957847,0,0,52202823
136,2013,KZN254,Dannhauser,KwaZulu-Natal,29.997176899999996,29.997176899999996,8693165,0,826492,127651,1047737,0,0,282098,1211015,0,53303522,18604000,566028,0,0,84661708
137,2013,KZN261,eDumbe,KwaZulu-Natal,30.315775,30.315775,5953379,1180460,35139278,1184456,228066,0,0,785551,1047714,0,38190855,9248701,4949037,0,0,97907497
138,2013,KZN262,uPhongolo,KwaZulu-Natal,30.0202964,30.0202964,14051255,0,28785441,577763,1043223,3281996,0,691536,2142991,706038,66485543,18616368,1250726,101475,0,137734355
139,2013,KZN263,Abaqulusi,KwaZulu-Natal,30.8039474,30.8039474,41574200,851319,186766075,799887,3970429,8747,0,1981765,5215870,0,93950094,22800608,1800376,0,0,359719370
140,2013,KZN265,Nongoma,KwaZulu-Natal,31.537000300000003,31.537000300000003,7645715,0,1567763,148580,534670,1218927,0,225464,646714,0,75393415,71786741,559018,0,0,159727007
141,2013,KZN266,Ulundi,KwaZulu-Natal,30.9876321,30.9876321,22757441,4835208,61139395,740612,208855,0,0,2208768,2246565,0,87130205,34700000,20441564,120000,0,236528613
142,2013,KZN271,Umhlabuyalingana,KwaZulu-Natal,31.719545899999996,31.719545899999996,10698487,0,0,39833,1816863,0,0,99320,3425833,0,63222380,40622212,779708,0,0,120704636
143,2013,KZN272,Jozini,KwaZulu-Natal,31.442760999999997,31.442760999999997,11910914,0,1992983,595074,2715312,5118551,0,236875,730650,0,78533148,39887817,7857906,0,0,149579230
144,2013,KZN273,The Big 5 False Bay,KwaZulu-Natal,32.4467238,32.4467238,6525214,846414,1077816,79056,178241,0,0,29900,0,0,19996511,10166814,197764,0,0,39097730
145,2013,KZN274,Hlabisa,KwaZulu-Natal,32.065069699999995,32.065069699999995,357883,41087,141056,310767,576988,0,0,545325,176386,0,44080142,4554000,332575,0,0,51116209
146,2013,KZN275,Mtubatuba,KwaZulu-Natal,32.3107517,32.3107517,19226610,0,5022393,215698,455373,4126288,0,2321065,2960058,0,54435680,27790420,2639852,1121988,0,120315425
147,2013,KZN281,Mfolozi,KwaZulu-Natal,31.864800199999998,31.864800199999998,5229884,0,239503,82303,622811,0,0,13333,335320,0,46655860,9398870,620033,0,0,63197917
148,2013,KZN282,uMhlathuze,KwaZulu-Natal,32.2880726,32.2880726,239616754,0,1369809756,16860052,14498748,168322,0,10549626,1932876,6093399,202114116,51659495,126783077,568650,0,2040654871
149,2013,KZN283,Ntambanana,KwaZulu-Natal,32.259716999999995,32.259716999999995,1248343,0,0,22767,1172692,59460,0,0,0,0,51828372,13216386,500179,0,0,68048199
150,2013,KZN284,uMlalazi,KwaZulu-Natal,31.947311,31.947311,30174405,690706,57499709,1707118,2491098,0,0,2834577,3389497,0,90698176,35092873,2759975,121876,0,227460010
151,2013,KZN285,Mthonjaneni,KwaZulu-Natal,31.739493900000003,31.739493900000003,7085283,336508,17774835,498752,3409693,0,0,2461971,2795475,0,39697461,23662887,427861,0,0,98150726
152,2013,KZN286,Nkandla,KwaZulu-Natal,31.4913182,31.4913182,1667159,0,13784231,1238850,1587603,1301446,0,0,10611,0,50989966,43228423,352414,435938,0,114596641
153,2013,KZN291,Mandeni,KwaZulu-Natal,31.3998995,31.3998995,33472174,5134908,16801170,269820,2808907,0,0,93010,0,0,93022164,0,3933516,613569,0,156149238
154,2013,KZN292,KwaDukuza,KwaZulu-Natal,31.089400199999996,31.089400199999996,237479149,10744404,510312318,1054586,21098672,2729431,0,5886813,8571183,0,95651781,21012121,75140196,0,0,989680654
155,2013,KZN293,Ndwedwe,KwaZulu-Natal,31.468470299999996,31.468470299999996,4017264,0,0,193187,2276221,296136,0,0,0,0,63960039,22212774,501658,0,0,93457279
156,2013,KZN294,Maphumulo,KwaZulu-Natal,31.2892229,31.2892229,12258469,0,0,842053,2881988,0,0,0,0,0,52074560,28538895,202011,0,0,96797976
157,2013,KZN431,Ingwe,KwaZulu-Natal,30.9417368,30.9417368,4692529,0,443000,212190,4509354,434000,0,110830,0,0,69708000,30956000,2996266,0,0,114062169
158,2013,KZN432,Kwa Sani,KwaZulu-Natal,31.033509999999996,31.033509999999996,11739000,732440,2121284,298287,931049,0,0,72500,64725,0,17057651,9406000,408944,0,4301103,38530777
159,2013,KZN433,Greater Kokstad,KwaZulu-Natal,29.8815203,29.8815203,67242328,4016278,91833681,816858,432490,0,0,388603,3691518,0,53729058,31409358,3404813,423905,0,257388890
160,2013,KZN434,Ubuhlebezwe,KwaZulu-Natal,29.5107708,29.5107708,8291631,0,1271952,207610,2863809,0,0,146915,3143865,0,65366571,16982408,8650633,0,0,106925394
161,2013,KZN435,Umzimkhulu,KwaZulu-Natal,29.371490899999998,29.371490899999998,5904585,0,1336651,877685,2295509,408420,0,557496,249563,0,90709660,92676577,1394107,0,0,196410253
162,2013,LIM331,Greater Giyani,KwaZulu-Natal,30.066523600000004,30.066523600000004,28317885,0,3945251,773743,5150186,7561280,0,59934,4098302,398433,136020877,35282273,1132093,0,0,222740257
163,2013,LIM332,Greater Letaba,KwaZulu-Natal,29.696267699999996,29.696267699999996,6418553,0,15266501,90510,3220395,5298477,0,207635,3257791,1307932,136289616,33129079,2454395,0,0,206940884
164,2013,LIM333,Greater Tzaneen,Limpopo,30.8039474,30.8039474,61059598,4216707,356168113,1292420,3901063,8731739,0,5864717,543903,14598636,220476366,62639513,9396590,0,0,748889365
165,2013,LIM334,Ba-Phalaborwa,Limpopo,30.297419899999998,30.297419899999998,60257422,0,79414463,294842,332423,42368991,0,870616,2375223,1530663,65471177,32895477,3067524,0,0,288878821
166,2013,LIM335,Maruleng,Limpopo,30.066523600000004,30.066523600000004,11305512,0,2548200,256312,1054373,192615,0,233588,2657405,1086132,64241714,27421243,1388586,0,0,112385680
167,2013,LIM341,Musina,Limpopo,31.1406753,31.1406753,9968000,0,99217000,205000,0,885000,0,1629000,1386000,0,34516000,14604000,9070000,0,0,171480000
168,2013,LIM342,Mutale,Limpopo,30.957668100000003,30.957668100000003,1440293,0,248714,55114,400833,575392,0,538020,2107167,0,46869364,17542911,1198765,0,0,70976573
169,2013,LIM343,Thulamela,Limpopo,29.696267699999996,29.696267699999996,35024960,0,35494601,503666,10443610,10928254,0,3862804,11774015,0,317563244,96691193,17078399,3174049,0,542538795
170,2013,LIM344,Makhado,Limpopo,30.8039474,30.8039474,28090803,0,209316249,170380,1339096,16356985,0,3848594,12207035,0,241136000,69397000,9537000,0,0,591399142
171,2013,LIM351,Blouberg,Limpopo,30.619989500000003,30.619989500000003,15411244,0,13337417,881444,422508,192715,0,1645114,2608400,0,93989791,28396770,6595590,0,0,163480993
172,2013,LIM352,Aganang,Limpopo,29.907043599999998,29.907043599999998,20448446,0,0,249329,2284387,2367839,0,0,0,0,69090363,38867897,2704366,0,0,136012627
173,2013,LIM353,Molemole,Limpopo,28.9950702,28.9950702,9535774,0,6583000,119055,707303,2818379,0,126825,3568953,678000,77107721,34445337,1624945,260181,0,137575473
174,2013,LIM354,Polokwane,Limpopo,29.0925356,29.0925356,254720916,0,924299488,12154344,23016680,7377257,0,2626889,8815818,13892068,397176197,291175359,23429626,1450699,0,1960135341
175,2013,LIM355,Lepele-Nkumpi,Limpopo,29.696267699999996,29.696267699999996,16079134,0,4108037,156236,3950418,1261688,0,624895,0,32973214,130061279,38836000,1850658,0,0,229901559
176,2013,LIM361,Thabazimbi,Limpopo,29.4485367,29.4485367,12075736,0,90134969,521394,185000,8198680,0,1078000,1486000,723385,77520833,42150000,20468430,228160,0,254770587
177,2013,LIM362,Lephalale,Limpopo,29.6499162,29.6499162,30620000,0,153002591,144663,6596624,4647337,0,999000,7327000,0,101921068,25630539,7231605,950760,0,339071187
178,2013,LIM364,Mookgopong,Limpopo,27.3616476,27.3616476,16902000,0,42710000,148000,298000,2932000,0,42500,0,4602000,29286800,18679000,646200,0,0,116246500
179,2013,LIM365,Modimolle,Limpopo,27.737337300000004,27.737337300000004,19426513,0,109066284,173310,2528256,7458819,0,95774,0,3906671,62427938,37641914,5321200,110646,0,248157325
180,2013,LIM366,Bela-Bela,Limpopo,28.766440799999998,28.766440799999998,42378148,0,112690059,595803,325203,6004949,0,6131353,9453516,0,34902799,16412869,-3642657,0,0,225252042
181,2013,LIM367,Mogalakwena,Limpopo,28.2058768,28.2058768,40456571,0,238841211,1006285,28899438,26344924,0,1207462,60610,8398716,243608780,336375455,7866171,8780722,0,941846345
182,2013,LIM471,Ephraim Mogale,Limpopo,28.2526623,28.2526623,12251690,0,38606685,107456,5432876,4352140,0,1162321,3803419,6884172,76140047,27406238,5456059,0,0,181603103
183,2013,LIM472,Elias Motsoaledi,Limpopo,29.0138916,29.0138916,17900069,0,50462235,770609,878243,3733164,0,791600,5248744,3187088,132856000,35223000,4624735,507632,0,256183119
184,2013,LIM473,Makhuduthamaga,Limpopo,29.3250347,29.3250347,27660306,0,0,25757,4061630,8937629,0,8100,0,3790680,146347504,24382583,926845,0,0,216141034
185,2013,LIM474,Fetakgomo,Limpopo,29.3949458,29.3949458,2249209,113423,2340535,213456,729251,0,0,688650,1721886,254318,50693344,15382092,526780,0,1592580,73320364
186,2013,MAN,Mangaung,Limpopo,29.835230300000003,29.835230300000003,555590129,0,2390570705,17707285,33360805,129217453,0,3828696,431225,8602841,884892828,504028875,131356036,1363910,55830006,4605120782
187,2013,MP301,Chief Albert Luthuli,Limpopo,29.835230300000003,29.835230300000003,31158134,0,29442567,427476,1758010,16058562,6884,194214,1863030,0,268343473,0,11989838,0,0,361242188
188,2013,MP302,Msukaligwa,Free State,26.324943800000003,26.324943800000003,57870397,0,215492180,1613115,1041432,11516372,0,421711,3420515,4712717,110987522,39597055,13614740,3815040,0,464102796
189,2013,MP303,Mkhondo,Mpumalanga,30.3325113,30.3325113,18892904,0,103484141,556634,2347181,0,0,859161,0,2510825,150930610,41908000,9948989,1392620,0,332831065
190,2013,MP304,Dr Pixley Ka Isaka Seme,Mpumalanga,30.066523600000004,30.066523600000004,16003515,0,77064212,596022,1807077,9416686,0,335836,0,3563318,124549487,0,3608831,0,0,236944984
191,2013,MP305,Lekwa,Mpumalanga,30.619989500000003,30.619989500000003,66365316,0,246422103,650954,837082,14110036,0,271486,0,18590512,81942177,0,1982705,0,0,431172371
192,2013,MP306,Dipaleseng,Mpumalanga,29.8815203,29.8815203,13393495,0,70679000,211320,247000,13926477,0,205495,0,2494405,57916322,0,5008861,0,0,164082375
193,2013,MP307,Govan Mbeki,Mpumalanga,29.3250347,29.3250347,173365285,546859,696061746,3228545,3769154,30893172,0,9769593,0,18259044,193750734,117965349,44115205,0,0,1291724686
194,2013,MP311,Victor Khanye,Mpumalanga,28.5797981,28.5797981,40112921,0,123403080,2230752,19900379,0,0,262972,2908107,8421198,80526497,8521000,4864000,0,0,291150906
195,2013,MP312,Emalahleni,Mpumalanga,29.1390642,29.1390642,254884731,0,968391920,9666598,3746468,25699026,0,1355764,2488287,15962472,189230981,162756145,14473589,0,26245745,1622410236
196,2013,MP313,Steve Tshwete,Mpumalanga,28.8130675,28.8130675,230303644,0,566210827,14355983,20894052,1803908,0,5437808,7274597,11309434,91380081,50559717,67224178,57740,11015965,1055796004
197,2013,MP314,Emakhazeni,Mpumalanga,29.2553229,29.2553229,31358480,0,64057587,529316,463559,0,0,5483026,32020,2567592,38880695,15336141,1946291,0,1883408,158771299
198,2013,MP315,Thembisile,Mpumalanga,29.4681751,29.4681751,4791658,0,35705389,121420,4455732,12234171,0,112894,60401,2170820,226477000,137122277,86886718,663057,0,510801537
199,2013,MP316,Dr JS Moroka,Mpumalanga,30.066523600000004,30.066523600000004,5559000,0,25922000,1918000,8814000,13217000,0,1367000,2898000,0,341101000,0,20293000,0,0,421089000
200,2013,MP321,Thaba Chweu,Mpumalanga,28.9062794,28.9062794,30293463,0,143111365,489546,3273467,0,0,1097000,0,9125000,112850000,0,2581000,0,0,302820841
201,2013,MP322,Mbombela,Mpumalanga,28.8130675,28.8130675,401954002,0,635228889,18265559,0,18278241,0,16684852,20853,24834593,382170798,168277079,137888961,0,127692044,1675911783
202,2013,MP323,Umjindi,Mpumalanga,30.7791913,30.7791913,20574442,0,99946952,698109,560779,4682153,0,239592,2643902,0,47164813,33130293,6515728,0,0,216156763
203,2013,MP324,Nkomazi,Mpumalanga,31.033509999999996,31.033509999999996,59400809,0,69204927,3820211,3047658,2694724,0,357027,29554,9943341,275222275,142971506,32078596,0,0,598770628
204,2013,MP325,Bushbuckridge,Mpumalanga,31.719545899999996,31.719545899999996,237921000,0,32048000,433000,3667000,17968000,0,1925000,62000,11741000,451119000,337060000,2355000,1063000,0,1097362000
205,2013,NC061,Richtersveld,Mpumalanga,31.171038899999996,31.171038899999996,7101506,634006,16765647,1545194,652812,1604289,0,25260,108900,368851,21228792,16345321,2733856,0,0,69114434
206,2013,NC062,Nama Khoi,Northern Cape,17.1011931,17.1011931,21143179,0,94434002,2041158,2415941,0,0,132106,1120706,1162730,35335327,24617553,5828774,0,0,188231476
207,2013,NC064,Kamiesberg,Northern Cape,17.8583868,17.8583868,2729525,0,9443958,158928,87603,2089763,0,553,124033,343398,34124041,1426568,1085633,61044,2652974,49022073
208,2013,NC065,Hantam,Northern Cape,17.8583868,17.8583868,5135778,0,31944003,177950,222356,1121827,0,75744,1260013,0,23815670,12337523,1300976,3923900,2481794,78833946
209,2013,NC066,Karoo Hoogland,Northern Cape,19.949686,19.949686,9362868,253648,14206070,711835,36676,409017,0,4541,81426,223279,15973403,15699114,687657,0,7708097,49941437
210,2013,NC067,Khâi-Ma,Northern Cape,20.902977,20.902977,17214899,0,16104071,139019,299120,929164,0,16600,25654,118435,21186006,4544947,198090,0,19661739,41114266
211,2013,NC071,Ubuntu,Northern Cape,19.237648999999998,19.237648999999998,6007352,0,15861335,493879,228417,2112202,0,16010910,874438,9904,22166953,8618861,1101015,0,0,73485266
212,2013,NC072,Umsobomvu,Northern Cape,23.1918021,23.1918021,4840908,165115,40963458,412973,914267,1813445,0,1392457,473226,0,45251951,40621420,10067025,0,106274,146809971
213,2013,NC073,Emthanjeni,Northern Cape,24.999146399999997,24.999146399999997,17220134,102997,79889148,946889,1594930,493738,0,12611461,1201492,0,43510490,11450977,6148169,319091,0,175489516
214,2013,NC074,Kareeberg,Northern Cape,24.0087533,24.0087533,4318456,179936,15671908,504072,1212532,3323,0,10841,6426,127432,17561874,14437056,2301730,0,0,56335586
215,2013,NC075,Renosterberg,Northern Cape,22.047636999999998,22.047636999999998,1769477,0,8300494,512197,1629932,0,0,4450,0,0,16483801,16178591,270925,0,0,45149867
216,2013,NC076,Thembelihle,Northern Cape,24.3341432,24.3341432,3155870,0,14847313,416562,0,1771784,0,717256,25528,0,17316263,29906538,975622,0,783029,68349707
217,2013,NC077,Siyathemba,Northern Cape,23.8584737,23.8584737,5129933,0,20875081,622264,313906,596700,0,53713,593,920417,20110029,26870000,2217262,0,0,77709898
218,2013,NC078,Siyancuma,Northern Cape,22.5245093,22.5245093,15901754,0,44851493,415943,874602,561324,0,48085,13327,754909,38250268,27022396,872616,0,14414276,115152441
219,2013,NC081,Mier,Northern Cape,23.4776098,23.4776098,919699,0,2910391,673302,50605,0,0,0,0,0,21738206,4947713,842920,0,0,32082836
220,2013,NC082,Kai !Garib,Northern Cape,20.283221700000002,20.283221700000002,11130878,2825349,71471518,114902,17105,7481481,0,139351,0,425086,48571000,25080714,355505,0,113429,167499460
221,2013,NC083,//Khara Hais,Northern Cape,20.9759699,20.9759699,50437492,0,266271854,6273459,1285531,1778870,0,1313021,1681009,3197612,66749986,42156895,17108895,1119605,2051025,457323204
222,2013,NC084,!Kheis,Northern Cape,21.242665,21.242665,1512590,0,7231543,718588,216011,1839006,0,0,2023,0,18186404,17276041,2346605,19961,0,49348772
223,2013,NC085,Tsantsabane,Northern Cape,21.666072500000002,21.666072500000002,10546000,0,70717410,302000,1639000,0,0,156000,821000,678000,30865972,35726443,24279854,0,0,175731679
224,2013,NC086,Kgatelopele,Northern Cape,23.1918021,23.1918021,6021048,0,24674345,278962,52631,0,0,0,0,0,11087857,13247429,2505658,0,0,57867930
225,2013,NC091,Sol Plaatjie,Northern Cape,23.668074700000002,23.668074700000002,331348093,0,838429273,14253287,15239833,32108158,0,4652071,2568220,4859637,166865416,109957776,35598571,0,0,1555880335
226,2013,NC092,Dikgatlong,Northern Cape,24.6667939,24.6667939,7500000,0,47769000,214000,49501,6000000,0,20000,0,0,50802000,0,310002,0,0,112664503
